,time,positive,negative
137,2017-11-06,0.0005497222882695496,0.9994502777117305
138,2017-11-04,0.0,1.0
139,2017-11-03,0.0,1.0
140,2017-11-02,0.07836366444826126,0.9216363355517387
141,2017-11-01,0.0,1.0
142,2017-10-31,1.0,0.0
143,2017-10-30,0.0,1.0
144,2017-10-28,0.0,1.0
145,2017-10-24,2.4467341930289876e-08,0.9999999755326581
146,2017-10-20,0.9936760067939758,0.00632399320602417
147,2017-10-19,6.267802405291855e-16,0.9999999999999993
148,2017-10-16,0.0,1.0
149,2017-10-14,1.0,0.0
150,2017-10-09,6.282494241392818e-18,1.0
151,2017-10-02,1.0,0.0
152,2017-09-30,4.730904253416601e-13,0.9999999999995269
153,2017-09-29,0.0,1.0
154,2017-08-21,0.0,1.0
155,2017-08-19,0.0,1.0
156,2017-08-02,0.0,1.0
157,2017-07-13,3.5970854265197676e-24,1.0
158,2017-07-04,0.0,1.0
159,2017-06-29,1.3519376140841475e-33,1.0
160,2017-06-27,6.8765433008984935e-37,1.0
161,2017-06-16,4.9395360471044546e-29,1.0
162,2017-06-06,9.522856417832015e-18,1.0
163,2017-05-27,1.0,0.0
164,2017-05-24,1.068722610408912e-10,0.9999999998931277
165,2017-05-22,2.7625445429280798e-21,1.0
166,2017-05-15,1.0,0.0
167,2017-05-11,0.0,1.0
168,2017-05-10,1.0,0.0
169,2017-05-09,0.0,1.0
170,2017-05-05,3.137319416401148e-28,1.0
171,2017-05-03,2.269801531266103e-34,1.0
172,2017-04-27,3.945073231309028e-14,0.9999999999999606
173,2017-04-25,1.5927502508084404e-14,0.9999999999999841
174,2017-04-20,3.0072447984571733e-38,1.0
175,2017-04-08,0.04053598269820213,0.9594640173017979
176,2017-04-07,0.0,1.0
177,2017-04-05,5.2144559225391507e-17,1.0
178,2017-04-26,2.0578785413423673e-38,1.0
179,2017-03-22,0.0,1.0
180,2017-03-21,0.0,1.0
181,2017-03-14,3.151039530357056e-21,1.0
182,2017-03-07,0.0,1.0
183,2017-03-04,0.0,1.0
184,2017-03-01,0.0,1.0
185,2017-02-21,3.1154423004419493e-31,1.0
186,2017-02-16,0.00015374054783023894,0.9998462594521698
187,2017-02-13,0.0,1.0
188,2017-02-11,0.0,1.0
189,2017-02-10,1.0008286044369941e-29,1.0
190,2017-02-08,3.9085051639631274e-08,0.9999999609149484
191,2017-02-04,0.0,1.0
192,2017-02-03,0.0,1.0
193,2017-02-02,0.0,1.0
194,2017-01-27,8.29835657654987e-13,0.9999999999991702
195,2017-01-25,4.862466418223951e-17,1.0
196,2017-01-21,1.0507404667764683e-16,0.9999999999999999
197,2017-01-20,0.0,1.0
198,2017-01-18,6.883503769868335e-28,1.0
199,2017-01-11,4.201951378490776e-05,0.9999579804862151
200,2017-01-13,1.0923035902073621e-27,1.0
201,2017-01-10,2.8580144017781533e-26,1.0
202,2017-01-06,1.971056190440498e-38,1.0
203,2017-01-05,1.167175906826424e-37,1.0
204,2017-01-03,1.9336059267516248e-05,0.9999806639407325
205,2017-01-01,0.0,1.0
206,2016-12-31,1.7321991822687177e-13,0.9999999999998268
207,2016-12-28,3.3399964948115156e-17,1.0
208,2016-12-26,3.301209267969965e-14,0.999999999999967
209,2016-12-25,4.644998625735752e-05,0.9999535500137426
210,2016-12-24,0.9971342086791992,0.0028657913208007812
211,2016-12-15,0.9966983199119568,0.003301680088043213
212,2016-12-14,1.0,0.0
213,2016-12-12,8.38112696281387e-26,1.0
214,2016-12-07,1.0,0.0
215,2016-12-05,1.1884036727950335e-38,1.0
216,2016-12-02,0.0,1.0
217,2016-12-01,3.347443271195516e-05,0.999966525567288
218,2016-11-29,0.0,1.0
219,2016-11-23,1.0,0.0
220,2016-11-10,0.0,1.0
221,2016-11-02,0.0,1.0
222,2016-10-28,2.8024766815468523e-35,1.0
223,2016-10-27,0.0,1.0
224,2016-10-26,0.0,1.0
225,2016-10-21,0.025128137320280075,0.9748718626797199
226,2016-10-19,6.965892645476791e-28,1.0
227,2016-10-18,1.0,0.0
228,2016-10-12,0.0,1.0
229,2016-10-11,5.483211386499179e-37,1.0
230,2016-10-10,1.778703511093394e-17,1.0
231,2016-10-07,1.688872042357472e-27,1.0
232,2016-10-01,1.2112371298900502e-16,0.9999999999999999
233,2016-09-30,6.868533015668828e-26,1.0
234,2016-09-28,0.0,1.0
235,2016-09-26,1.0,0.0
236,2016-09-23,0.9999955892562866,4.410743713378906e-06
237,2016-09-21,1.0661883091103057e-24,1.0
238,2016-09-22,1.3895863490908864e-15,0.9999999999999986
239,2016-09-20,6.102905941024472e-12,0.9999999999938971
240,2016-09-10,6.88556893793657e-12,0.9999999999931144
241,2016-09-02,7.044151937593122e-38,1.0
242,2016-09-01,9.94951415411085e-37,1.0
243,2016-08-31,1.0,0.0
244,2016-08-30,9.11022758169473e-35,1.0
245,2016-08-26,0.0,1.0
246,2016-08-25,1.5624724440099487e-16,0.9999999999999999
247,2016-08-24,0.0,1.0
248,2016-08-23,0.0,1.0
249,2016-08-22,2.4555576429653167e-22,1.0
250,2016-08-19,0.0,1.0
251,2016-08-17,1.809601538773378e-20,1.0
252,2016-08-13,0.0,1.0
253,2016-08-11,0.0,1.0
254,2016-08-10,1.134022194095393e-37,1.0
255,2016-08-04,0.0,1.0
256,2016-08-03,4.989833254869525e-38,1.0
257,2016-08-02,3.824213549739338e-18,1.0
258,2016-07-27,1.0,0.0
259,2016-07-26,8.290598556508417e-33,1.0
260,2016-07-23,0.0,1.0
261,2016-07-22,3.4518537974718474e-36,1.0
262,2016-07-20,0.0,1.0
263,2016-07-19,4.8772071763142505e-28,1.0
264,2016-07-14,6.248890294102694e-10,0.999999999375111
265,2016-07-13,1.9430310619330804e-38,1.0
266,2016-07-12,0.0,1.0
267,2016-07-11,0.9997192025184631,0.00028079748153686523
268,2016-07-02,5.9773987592762405e-25,1.0
269,2016-07-01,0.0,1.0
270,2016-06-28,8.325585608408071e-26,1.0
271,2016-06-27,0.0,1.0
272,2016-06-25,0.0,1.0
273,2016-06-24,1.0,0.0
274,2016-06-23,0.0,1.0
275,2016-06-21,0.0,1.0
276,2016-06-20,0.0,1.0
277,2016-06-09,0.0,1.0
278,2016-06-17,2.305377570344577e-20,1.0
279,2016-06-08,0.0,1.0
280,2016-06-18,0.0,1.0
281,2016-06-13,1.0,0.0
282,2016-06-07,0.0,1.0
283,2016-06-06,2.1246932929004532e-38,1.0
284,2016-06-03,0.0,1.0
285,2016-06-02,0.0,1.0
286,2016-06-01,0.0,1.0
287,2016-05-28,0.0,1.0
288,2016-05-27,0.0,1.0
289,2016-05-26,8.104376351150292e-36,1.0
290,2016-05-23,2.5204845961692846e-20,1.0
291,2016-05-18,1.1468485262378336e-27,1.0
292,2016-05-17,4.216214707162127e-31,1.0
293,2016-05-14,4.14353805303632e-24,1.0
294,2016-05-12,0.0,1.0
295,2016-05-11,2.029370027668083e-15,0.999999999999998
296,2016-05-04,0.0,1.0
297,2016-05-02,1.4008936706769082e-34,1.0
298,2016-04-30,0.0,1.0
299,2016-04-29,0.9999676942825317,3.230571746826172e-05
300,2016-04-25,1.1000434243859765e-20,1.0
301,2016-04-22,0.0,1.0
302,2016-04-19,0.0,1.0
303,2016-04-27,1.0629136681927775e-08,0.9999999893708633
304,2016-05-06,0.0014056192012503743,0.9985943807987496
305,2016-04-18,2.921405955688683e-12,0.9999999999970786
306,2016-04-13,1.0,0.0
307,2016-04-12,9.07205750310668e-32,1.0
308,2016-04-09,7.560547686227152e-26,1.0
309,2016-04-08,4.604024423743598e-17,1.0
310,2016-04-06,1.2214763837485937e-33,1.0
311,2016-04-05,1.0,0.0
312,2016-04-04,1.0,0.0
313,2016-03-24,0.0,1.0
314,2016-03-23,5.453011631649518e-13,0.9999999999994547
315,2016-03-21,0.0,1.0
316,2016-03-19,4.872878210686883e-34,1.0
317,2016-03-18,0.0,1.0
318,2016-03-15,1.8536001826103139e-16,0.9999999999999998
319,2016-03-14,6.289785705591498e-25,1.0
320,2016-03-11,0.0,1.0
321,2016-03-10,0.0,1.0
322,2016-03-09,0.0,1.0
323,2016-03-08,4.170705381056905e-07,0.9999995829294619
324,2016-03-07,1.0,0.0
325,2016-03-04,0.0,1.0
326,2016-03-03,1.0,0.0
327,2016-02-29,4.1649738084054317e-19,1.0
328,2016-02-26,1.86109113553155e-14,0.9999999999999813
329,2016-02-25,4.1951014013553534e-16,0.9999999999999996
330,2016-02-24,1.0695775376490246e-09,0.9999999989304225
331,2016-02-23,0.0,1.0
332,2016-02-20,0.0,1.0
333,2016-02-19,0.0,1.0
334,2016-02-18,1.0,0.0
335,2016-02-17,0.0009497911669313908,0.9990502088330686
336,2016-02-16,0.0,1.0
337,2016-02-13,4.1408096705186984e-14,0.9999999999999586
338,2016-02-12,1.358689463021312e-11,0.9999999999864131
339,2016-02-11,0.0,1.0
340,2016-02-10,0.0,1.0
341,2016-02-04,0.0,1.0
342,2016-02-03,0.0020340513437986374,0.9979659486562014
343,2016-02-02,0.0,1.0
344,2016-02-01,0.0,1.0
345,2016-01-31,9.036964882504406e-32,1.0
346,2016-01-30,4.3349282515313304e-23,1.0
347,2016-01-29,0.0,1.0
348,2016-01-28,4.174749730163021e-37,1.0
349,2016-01-27,5.837858972021169e-34,1.0
350,2016-01-26,4.7495803729833263e-29,1.0
351,2016-01-25,0.0,1.0
352,2016-01-22,1.0,0.0
353,2016-01-21,4.2270218614248734e-07,0.9999995772978139
354,2016-01-20,7.259832637118692e-23,1.0
355,2016-01-19,2.0869475157741678e-15,0.9999999999999979
356,2016-01-18,0.0,1.0
357,2016-01-17,4.711609368413533e-38,1.0
358,2016-01-16,4.976498146902486e-08,0.9999999502350185
359,2016-01-15,0.0,1.0
360,2016-01-14,1.0830800228142e-27,1.0
361,2016-01-13,8.920816862989511e-10,0.9999999991079183
362,2016-01-12,0.0,1.0
363,2016-01-11,0.0,1.0
364,2016-01-08,1.0902834612238356e-29,1.0
365,2016-01-09,4.595248451034717e-18,1.0
366,2016-01-06,4.744040715820574e-10,0.9999999995255959
367,2016-01-05,2.3675348425533494e-18,1.0
368,2016-01-04,0.0,1.0
369,2016-01-01,0.0,1.0
370,2015-12-31,0.0,1.0
371,2015-12-30,2.8956858070215696e-13,0.9999999999997105
372,2015-12-28,4.836746829399294e-19,1.0
373,2015-12-29,1.6583063596400504e-18,1.0
374,2015-12-26,0.0,1.0
375,2015-12-23,0.0,1.0
376,2015-12-22,0.0,1.0
377,2015-12-21,0.0,1.0
378,2015-12-19,0.2508567273616791,0.7491432726383209
379,2015-12-18,0.9998063445091248,0.00019365549087524414
380,2015-12-17,2.9445892419920887e-34,1.0
381,2015-12-16,0.0,1.0
382,2015-12-10,0.0,1.0
383,2015-12-09,0.0,1.0
384,2015-12-08,0.0,1.0
385,2015-12-07,0.0,1.0
386,2015-12-03,0.0,1.0
387,2015-12-02,0.0,1.0
388,2015-11-02,1.0,0.0
389,2015-11-21,0.0,1.0
390,2015-10-29,0.0,1.0
391,2015-10-28,0.0,1.0
392,2015-10-22,7.689728392899572e-17,0.9999999999999999
393,2015-10-14,0.0,1.0
394,2015-10-13,1.0892619271840598e-12,0.9999999999989108
395,2015-09-04,1.0,0.0
396,2015-09-03,5.125207644895123e-14,0.9999999999999487
397,2015-10-02,0.0,1.0
398,2015-09-01,1.0,0.0
399,2015-08-24,0.9937328696250916,0.006267130374908447
400,2015-08-25,0.0,1.0
401,2015-08-20,0.0,1.0
402,2015-08-27,7.441043441136497e-12,0.999999999992559
403,2015-08-26,0.006220016162842512,0.9937799838371575
404,2015-08-17,0.000326047302223742,0.9996739526977763
405,2015-08-13,0.0,1.0
406,2015-07-30,0.0,1.0
407,2015-07-28,0.9987356066703796,0.0012643933296203613
408,2015-07-27,5.73473473569619e-12,0.9999999999942653
409,2015-07-17,0.0,1.0
410,2015-07-22,0.0,1.0
411,2015-07-15,0.0,1.0
412,2015-07-03,1.0,0.0
413,2015-07-01,0.0,1.0
414,2015-06-30,0.0,1.0
415,2015-06-24,6.029819515579307e-18,1.0
416,2015-06-17,5.259641338709259e-26,1.0
417,2015-06-16,1.0,0.0
418,2015-06-15,0.0,1.0
419,2015-06-10,0.0,1.0
420,2015-06-04,3.213060004987088e-17,1.0
421,2015-06-03,6.595467661602017e-12,0.9999999999934045
422,2015-06-02,1.0,0.0
423,2015-05-22,3.3343113552034736e-29,1.0
424,2015-05-21,6.178488276553651e-11,0.9999999999382151
425,2015-05-20,0.0,1.0
426,2015-05-19,1.2321979374341208e-11,0.999999999987678
427,2015-05-13,0.0,1.0
428,2015-05-11,7.815434063807025e-12,0.9999999999921846
429,2015-05-08,0.0,1.0
430,2015-04-30,0.0,1.0
431,2015-04-15,0.00344029045663774,0.9965597095433623
432,2015-04-10,0.0,1.0
433,2015-04-09,0.0,1.0
434,2015-04-08,1.3603290012954145e-25,1.0
435,2015-04-07,1.9712599608201486e-11,0.9999999999802874
436,2015-04-06,0.0,1.0
437,2015-04-02,3.342848105583122e-34,1.0
438,2015-04-01,0.0,1.0
439,2015-03-30,7.785517369685024e-11,0.9999999999221448
440,2015-03-24,0.994322657585144,0.005677342414855957
441,2015-03-21,1.0,0.0
442,2015-03-20,0.0,1.0
443,2015-03-18,0.0,1.0
444,2015-03-14,0.0,1.0
445,2015-03-13,0.0012256648624315858,0.9987743351375684
446,2015-03-11,0.0,1.0
447,2015-03-04,0.0,1.0
448,2015-03-03,5.102107472544524e-23,1.0
449,2015-03-02,0.0,1.0
450,2015-02-27,2.9356704586226727e-28,1.0
451,2015-02-26,1.0,0.0
452,2015-02-16,0.018315786495804787,0.9816842135041952
453,2015-02-15,1.9441501222541667e-16,0.9999999999999998
454,2015-02-10,1.1430458578253952e-32,1.0
455,2015-02-09,0.0,1.0
456,2015-02-06,0.0,1.0
457,2015-02-03,0.0,1.0
458,2015-01-31,0.0,1.0
459,2015-01-28,0.0,1.0
460,2015-01-16,0.0,1.0
461,2015-01-15,4.0435385441202376e-25,1.0
462,2015-01-12,3.0419827429622406e-25,1.0
463,2015-01-10,3.583031257766333e-18,1.0
464,2015-01-09,5.737225678379131e-36,1.0
465,2015-01-08,4.7902881383102273e-35,1.0
466,2015-01-07,0.0,1.0
467,2015-01-06,1.820990272305148e-30,1.0
468,2015-01-02,0.0,1.0
469,2015-01-01,0.0,1.0
470,2014-12-31,0.0,1.0
471,2014-12-26,9.044613054492897e-19,1.0
472,2014-12-25,5.888155943488016e-20,1.0
473,2014-12-24,0.011358650401234627,0.9886413495987654
474,2014-12-23,0.0,1.0
475,2014-12-22,0.029837679117918015,0.970162320882082
476,2014-12-20,1.291156959126738e-08,0.9999999870884304
477,2014-12-19,4.814361583005411e-12,0.9999999999951856
478,2014-12-18,1.1810640216936008e-06,0.9999988189359783
479,2014-12-17,9.911905181070324e-07,0.9999990088094819
480,2014-12-13,0.9998642206192017,0.00013577938079833984
481,2014-12-12,1.0,0.0
482,2014-12-11,0.0012050247751176357,0.9987949752248824
483,2014-12-06,6.662120632938695e-09,0.9999999933378794
484,2014-12-04,1.0000153483069596e-11,0.9999999999899999
485,2014-12-03,0.0,1.0
486,2014-12-01,0.0,1.0
487,2014-11-29,7.231067512096518e-21,1.0
488,2014-11-24,0.12784738838672638,0.8721526116132736
489,2014-11-14,4.516849099757553e-18,1.0
490,2014-11-05,0.8849740624427795,0.11502593755722046
491,2014-11-04,3.511478601762585e-33,1.0
492,2014-11-19,4.470809856431583e-31,1.0
493,2014-10-25,0.9999998807907104,1.1920928955078125e-07
494,2014-10-20,2.2394999875414006e-28,1.0
495,2014-10-02,6.203885376436472e-31,1.0
496,2014-10-01,1.6319694876491382e-31,1.0
497,2014-09-30,4.268005099059564e-20,1.0
498,2014-09-03,3.1917423158806934e-25,1.0
499,2014-07-19,0.003988780081272125,0.9960112199187279
500,2014-07-18,5.174446786451029e-33,1.0
501,2014-07-08,0.0,1.0
502,2014-06-16,0.9999996423721313,3.5762786865234375e-07
503,2014-03-22,5.12005515522294e-19,1.0
504,2014-03-20,0.0,1.0
505,2014-03-15,0.0,1.0
506,2014-02-17,0.0,1.0
507,2013-12-02,3.5300548063076195e-17,1.0
508,2013-11-18,0.5893216133117676,0.4106783866882324
509,2013-11-04,1.0,0.0
510,2013-09-06,0.0,1.0
511,2013-08-28,4.635922054501411e-25,1.0
512,2013-08-02,4.6554315091339e-26,1.0
513,2013-10-11,5.0033525885272234e-21,1.0
514,2013-07-12,3.3762403608923805e-22,1.0
515,2013-07-05,9.003686490495834e-33,1.0
516,2013-06-04,5.929639917100216e-13,0.999999999999407
517,2013-07-02,0.0,1.0
518,2013-05-14,0.0,1.0
519,2013-05-13,3.7927156587031085e-26,1.0
520,2013-05-11,1.0,0.0
521,2013-05-09,5.93971991639991e-30,1.0
522,2013-04-24,1.3056220081006696e-19,1.0
523,2013-04-22,1.6561885210200763e-33,1.0
524,2013-04-16,2.8891561885674233e-34,1.0
525,2013-02-28,1.0,0.0
526,2013-02-20,5.45987356354653e-23,1.0
527,2013-02-08,3.6237943746079265e-37,1.0
528,2013-01-05,0.9997254014015198,0.0002745985984802246
529,2012-11-20,1.0,0.0
530,2012-11-16,3.2267205369862495e-06,0.999996773279463
531,2012-09-15,0.0,1.0
532,2012-08-18,2.597115178187684e-33,1.0
533,2012-08-15,0.0,1.0
534,2012-08-10,0.0,1.0
535,2012-08-02,2.5302563158353896e-25,1.0
536,2012-07-26,7.940772864753846e-29,1.0
537,2012-07-14,4.1257925431636977e-07,0.9999995874207457
538,2012-07-13,7.644453158379849e-17,0.9999999999999999
539,2012-07-19,1.0,0.0
540,2012-06-27,1.4340478485733436e-21,1.0
541,2012-06-26,4.746760276508333e-12,0.9999999999952532
542,2012-06-12,0.0,1.0
543,2012-06-05,0.0,1.0
544,2012-06-02,0.0,1.0
545,2012-05-17,0.0,1.0
546,2012-05-15,0.0,1.0
547,2012-05-09,0.0,1.0
548,2012-04-28,8.712484639876605e-37,1.0
549,2012-04-23,0.0,1.0
550,2012-06-28,1.0,0.0
551,2012-04-19,0.00035347024095244706,0.9996465297590476
552,2012-04-20,0.0,1.0
553,2012-04-17,4.279516868246888e-19,1.0
554,2012-04-14,0.0,1.0
555,2012-04-10,1.0,0.0
556,2012-04-09,1.350785723512953e-29,1.0
557,2012-04-03,2.549315831856802e-05,0.9999745068416814
558,2012-03-31,1.0,0.0
559,2012-03-29,0.0,1.0
560,2012-03-28,3.756956195297468e-21,1.0
561,2012-03-26,0.9988101720809937,0.0011898279190063477
562,2012-03-20,2.9223579031422633e-24,1.0
563,2012-03-19,3.5942962195398464e-34,1.0
564,2012-03-17,1.0,0.0
565,2012-03-15,0.0,1.0
566,2012-03-14,0.9999996423721313,3.5762786865234375e-07
567,2012-03-10,0.9999982118606567,1.7881393432617188e-06
568,2012-03-09,0.0,1.0
569,2012-03-07,1.363933426835999e-20,1.0
570,2012-03-06,1.0,0.0
571,2012-03-03,2.542538582334689e-22,1.0
572,2012-03-02,1.0,0.0
573,2012-03-01,3.5925333747429564e-31,1.0
574,2012-02-29,0.9999980926513672,1.9073486328125e-06
575,2012-02-28,7.528571119276423e-34,1.0
576,2012-02-27,2.5682684161628178e-18,1.0
577,2012-02-24,6.678826321149245e-05,0.9999332117367885
578,2012-02-21,0.9999955892562866,4.410743713378906e-06
579,2012-02-18,6.937784163567306e-20,1.0
580,2012-02-17,0.009958608075976372,0.9900413919240236
581,2012-02-16,0.15803882479667664,0.8419611752033234
582,2012-02-13,1.0,0.0
583,2012-02-10,0.9540404677391052,0.045959532260894775
584,2012-02-08,1.0,0.0
585,2012-02-02,3.975793305688313e-11,0.999999999960242
586,2012-01-31,3.7664251010021145e-22,1.0
587,2012-01-30,1.0,0.0
588,2012-01-27,0.9999998807907104,1.1920928955078125e-07
589,2012-01-18,0.989861011505127,0.010138988494873047
590,2012-01-25,0.9981194138526917,0.0018805861473083496
591,2012-01-16,1.0,0.0
592,2012-01-14,2.1086064245137848e-18,1.0
593,2012-01-11,1.0,0.0
594,2012-01-12,0.0,1.0
595,2012-01-07,1.0,0.0
596,2012-01-06,0.0,1.0
597,2012-01-05,0.0,1.0
598,2011-12-30,0.017263030633330345,0.9827369693666697
599,2011-12-29,1.137252847449588e-09,0.9999999988627472
600,2011-12-12,1.0,0.0
601,2011-11-23,7.12985107913234e-23,1.0
602,2011-11-17,2.2338055506020625e-31,1.0
603,2011-11-10,0.0,1.0
604,2011-11-08,1.2259123837593533e-12,0.9999999999987741
605,2011-11-03,5.399755977725737e-26,1.0
606,2011-10-27,0.9148424863815308,0.08515751361846924
607,2011-10-19,1.4119382433047425e-37,1.0
608,2011-10-14,0.999895453453064,0.00010454654693603516
609,2011-10-12,1.0,0.0
610,2011-09-29,1.0,0.0
611,2011-09-22,1.0,0.0
612,2011-09-10,0.0,1.0
613,2011-09-15,0.9993162155151367,0.0006837844848632812
614,2011-09-07,0.00032549913157708943,0.9996745008684229
615,2011-08-23,0.9999996423721313,3.5762786865234375e-07
616,2011-08-18,4.05690371962919e-07,0.999999594309628
617,2011-08-09,0.0,1.0
618,2011-08-24,1.0,0.0
619,2011-10-07,2.49379353972623e-11,0.9999999999750621
620,2011-08-03,1.0,0.0
621,2011-07-29,1.0,0.0
622,2011-07-21,1.0,0.0
623,2011-07-18,4.24146235098728e-30,1.0
624,2011-07-28,1.0,0.0
625,2011-07-16,0.9999966621398926,3.337860107421875e-06
626,2011-07-14,1.0,0.0
627,2011-07-08,1.0887660014604269e-30,1.0
628,2011-07-09,4.209420694499012e-14,0.9999999999999579
629,2011-07-12,1.718176047880438e-38,1.0
630,2011-07-06,1.0,0.0
