기간,Dubai,Brent,WTI
17년01월10일,53.14,53.64,50.82
17년01월11일,52.22,55.10,52.25
17년01월12일,53.45,56.01,53.01
17년01월13일,54.30,55.45,52.37
17년01월16일,53.29,55.86,-
17년01월17일,53.88,55.47,52.48
17년01월18일,53.84,53.92,51.08
17년01월19일,53.03,54.16,51.37
17년01월20일,52.91,55.49,52.42
17년01월23일,53.52,55.23,52.75
17년01월24일,53.98,55.44,53.18
17년01월25일,53.47,55.08,52.75
17년01월26일,53.86,56.24,53.78
17년01월27일,54.49,55.52,53.17
17년01월30일,-,55.23,52.63
17년01월31일,53.23,55.70,52.81
17년02월01일,53.22,56.80,53.88
17년02월02일,54.94,56.56,53.54
17년02월03일,55.45,56.81,53.83
17년02월06일,55.31,55.72,53.01
17년02월07일,54.17,55.05,52.17
17년02월08일,53.35,55.12,52.34
17년02월09일,53.79,55.63,53.00
17년02월10일,53.78,56.70,53.86
17년02월13일,54.76,55.59,52.93
17년02월14일,54.14,55.97,53.20
17년02월15일,54.00,55.75,53.11
17년02월16일,53.95,55.65,53.36
17년02월17일,54.06,55.81,53.40
17년02월20일,54.46,56.18,-
17년02월21일,54.64,56.66,54.06
17년02월22일,54.68,55.84,53.59
17년02월23일,54.75,56.58,54.45
17년02월24일,54.70,55.89,53.99
17년02월27일,55.18,55.93,54.05
17년02월28일,-,55.59,54.01
17년03월01일,55.13,56.36,53.83
17년03월02일,54.85,55.08,52.61
17년03월03일,53.68,55.90,53.33
17년03월06일,53.85,56.01,53.20
17년03월07일,54.44,55.92,53.14
17년03월08일,54.02,53.11,50.28
17년03월09일,52.52,52.19,49.28
17년03월10일,51.16,51.37,48.49
17년03월13일,50.04,51.35,48.40
17년03월14일,49.82,50.92,47.72
17년03월15일,50.01,51.81,48.86
17년03월16일,50.64,51.74,48.75
17년03월17일,50.13,51.76,48.78
17년03월20일,50.05,51.62,48.22
17년03월21일,50.42,50.96,47.34
17년03월22일,49.02,50.64,48.04
17년03월23일,49.17,50.56,47.70
17년03월24일,48.97,50.80,47.97
17년03월27일,48.84,50.75,47.73
17년03월28일,49.23,51.33,48.37
17년03월29일,50.14,52.42,49.51
17년03월30일,50.71,52.96,50.35
17년03월31일,50.78,52.83,50.60
17년04월03일,51.67,53.12,50.24
17년04월04일,51.10,54.17,51.03
17년04월05일,52.99,54.36,51.15
17년04월06일,52.64,54.89,51.70
17년04월07일,53.94,55.24,52.24
17년04월10일,53.88,55.98,53.08
17년04월11일,54.33,56.23,53.40
17년04월12일,54.61,55.86,53.11
17년04월13일,54.16,55.89,53.18
17년04월17일,53.49,55.36,52.65
17년04월18일,53.12,54.89,52.41
17년04월19일,53.04,52.93,50.44
17년04월20일,51.46,52.99,50.27
17년04월21일,51.36,51.96,49.62
17년04월24일,50.94,51.60,49.23
17년04월25일,50.13,52.10,49.56
17년04월26일,50.57,51.82,49.62
17년04월27일,50.02,51.44,48.97
17년04월28일,50.16,51.73,49.33
17년05월01일,-,51.52,48.84
17년05월02일,-,50.46,47.66
17년05월03일,49.68,50.79,47.82
17년05월04일,-,48.38,45.52
17년05월05일,47.97,49.10,46.22
17년05월08일,-,49.34,46.43
17년05월09일,48.38,48.73,45.88
17년05월10일,-,50.22,47.33
17년05월11일,49.64,50.77,47.83
17년05월12일,49.46,50.84,47.84
17년05월15일,50.82,51.82,48.85
17년05월16일,51.09,51.65,48.66
17년05월17일,50.42,52.21,49.07
17년05월18일,51.00,52.51,49.35
17년05월19일,51.96,53.61,50.33
17년05월22일,52.79,53.87,50.73
17년05월23일,52.31,54.15,51.47
17년05월24일,53.10,53.96,51.36
17년05월25일,52.78,51.46,48.90
17년05월26일,50.42,52.15,49.80
17년05월29일,50.65,52.29,-
17년05월30일,50.48,51.84,49.66
17년05월31일,50.09,50.31,48.32
17년06월01일,50.16,50.63,48.36
17년06월02일,48.34,49.95,47.66
17년06월05일,-,49.47,47.40
17년06월06일,47.89,50.12,48.19
17년06월07일,48.42,48.06,45.72
17년06월08일,47.07,47.86,45.64
17년06월09일,46.46,48.15,45.83
17년06월12일,47.02,48.29,46.08
17년06월13일,47.30,48.72,46.46
17년06월14일,46.84,47.00,44.73
17년06월15일,45.37,46.92,44.46
17년06월16일,45.88,47.37,44.74
17년06월19일,45.68,46.91,44.20
17년06월20일,45.62,46.02,43.23
17년06월21일,44.32,44.82,42.53
17년06월22일,43.50,45.22,42.74
17년06월23일,44.17,45.54,43.01
17년06월26일,-,45.83,43.38
17년06월27일,45.03,46.65,44.24
17년06월28일,45.30,47.31,44.74
17년06월29일,46.36,47.42,44.93
17년06월30일,46.47,47.92,46.04
17년07월03일,47.62,49.68,47.07
17년07월04일,48.43,49.61,-
17년07월05일,48.34,47.79,45.13
17년07월06일,47.07,48.11,45.52
17년07월07일,46.05,46.71,44.23
17년07월10일,45.24,46.88,44.40
17년07월11일,45.27,47.52,45.04
17년07월12일,46.82,47.74,45.49
17년07월13일,46.10,48.42,46.08
17년07월14일,46.99,48.91,46.54
17년07월17일,47.65,48.42,46.02
17년07월18일,47.20,48.84,46.40
17년07월19일,47.41,49.70,47.12
17년07월20일,48.33,49.30,46.79
17년07월21일,48.17,48.06,45.77
17년07월24일,46.51,48.60,46.34
17년07월25일,47.30,50.20,47.89
17년07월26일,49.05,50.97,48.75
17년07월27일,49.35,51.49,49.04
17년07월28일,49.72,52.52,49.71
17년07월31일,50.38,52.65,50.17
17년08월01일,51.22,51.78,49.16
17년08월02일,50.29,52.36,49.59
17년08월03일,50.83,52.01,49.03
17년08월04일,50.36,52.42,49.58
17년08월07일,50.80,52.37,49.39
17년08월08일,51.24,52.14,49.17
17년08월09일,-,52.70,49.56
17년08월10일,51.62,51.90,48.59
17년08월11일,49.86,52.10,48.82
17년08월14일,50.36,50.73,47.59
17년08월15일,49.26,50.80,47.55
17년08월16일,49.53,50.27,46.78
17년08월17일,48.65,51.03,47.09
17년08월18일,49.26,52.72,48.51
17년08월21일,50.72,51.66,47.37
17년08월22일,49.97,51.87,47.64
17년08월23일,49.93,52.57,48.41
17년08월24일,50.55,52.04,47.43
17년08월25일,50.56,52.41,47.87
17년08월28일,50.55,51.89,46.57
17년08월29일,50.10,52.00,46.44
17년08월30일,49.93,50.86,45.96
17년08월31일,49.26,52.38,47.23
17년09월01일,-,52.75,47.29
17년09월04일,50.60,52.34,-
17년09월05일,51.02,53.38,48.66
17년09월06일,52.14,54.20,49.16
17년09월07일,52.99,54.49,49.09
17년09월08일,53.18,53.78,47.48
17년09월11일,52.14,53.84,48.07
17년09월12일,52.17,54.27,48.23
17년09월13일,52.87,55.16,49.30
17년09월14일,53.57,55.47,49.89
17년09월15일,53.64,55.62,49.89
17년09월18일,54.19,55.48,49.91
17년09월19일,54.07,55.14,49.48
17년09월20일,53.93,56.29,50.41
17년09월21일,54.65,56.43,50.55
17년09월22일,54.66,56.86,50.66
17년09월25일,54.83,59.02,52.22
17년09월26일,56.15,58.44,51.88
17년09월27일,55.65,57.90,52.14
17년09월28일,55.55,57.41,51.56
17년09월29일,55.19,57.54,51.67
17년10월02일,55.16,56.12,50.58
17년10월03일,54.45,56.00,50.42
17년10월04일,53.92,55.80,49.98
17년10월05일,54.35,57.00,50.79
17년10월06일,55.27,55.62,49.29
17년10월09일,53.76,55.79,49.58
17년10월10일,54.08,56.61,50.92
17년10월11일,54.78,56.94,51.30
17년10월12일,54.97,56.25,50.60
17년10월13일,55.40,57.17,51.45
17년10월16일,55.98,57.82,51.87
17년10월17일,56.33,57.88,51.88
17년10월18일,-,58.15,52.04
17년10월19일,55.51,57.23,51.29
17년10월20일,55.13,57.75,51.47
17년10월23일,55.85,57.37,51.90
17년10월24일,55.28,58.33,52.47
17년10월25일,56.20,58.44,52.18
17년10월26일,56.21,59.30,52.64
17년10월27일,57.00,60.44,53.90
17년10월30일,58.33,60.90,54.15
17년10월31일,58.32,61.37,54.38
17년11월01일,59.61,60.49,54.30
17년11월02일,58.58,60.62,54.54
17년11월03일,58.93,62.07,55.64
17년11월06일,60.58,64.27,57.35
17년11월07일,62.39,63.69,57.20
17년11월08일,61.80,63.49,56.81
17년11월09일,61.61,63.93,57.17
17년11월10일,62.06,63.52,56.74
17년11월13일,61.63,63.16,56.76
17년11월14일,61.25,62.21,55.70
17년11월15일,60.04,61.87,55.33
17년11월16일,60.29,61.36,55.14
17년11월17일,59.66,62.72,56.55
17년11월20일,60.68,62.22,56.09
17년11월21일,60.48,62.57,56.83
17년11월22일,61.12,63.32,58.02
17년11월23일,61.13,63.55,-
17년11월24일,61.62,63.86,58.95
17년11월27일,61.50,63.84,58.11
17년11월28일,61.25,63.61,57.99
17년11월29일,60.97,63.11,57.30
17년11월30일,60.82,63.57,57.40
17년12월01일,60.80,63.73,58.36
17년12월04일,60.99,62.45,57.47
17년12월05일,60.22,62.86,57.62
17년12월06일,60.72,61.22,55.96
17년12월07일,59.43,62.20,56.69
17년12월08일,60.26,63.40,57.36
17년12월11일,60.96,64.69,57.99
17년12월12일,62.52,63.34,57.14
17년12월13일,61.33,62.44,56.60
17년12월14일,60.23,63.31,57.04
17년12월15일,61.18,63.23,57.30
17년12월18일,61.28,63.41,57.16
17년12월19일,61.40,63.80,57.46
17년12월20일,61.60,64.56,58.09
17년12월21일,62.17,64.90,58.36
17년12월22일,62.37,65.25,58.47
17년12월26일,62.61,67.02,59.97
17년12월27일,63.94,66.44,59.64
17년12월28일,63.85,66.72,59.84
17년12월29일,64.33,66.87,60.42
18년01월02일,64.37,66.57,60.37
18년01월03일,64.15,67.84,61.63
18년01월04일,65.35,68.07,62.01
18년01월05일,65.33,67.62,61.44
18년01월08일,65.04,67.78,61.73
18년01월09일,65.51,68.82,62.96
18년01월10일,66.59,69.20,63.57
18년01월11일,66.50,69.26,63.80
18년01월12일,66.29,69.87,64.30
18년01월15일,67.03,70.26,-
18년01월16일,67.09,69.15,63.73
18년01월17일,66.27,69.38,63.97
18년01월18일,66.42,69.31,63.95
18년01월19일,65.95,68.61,63.37
18년01월22일,66.09,69.03,63.49
18년01월23일,66.49,69.96,64.47
18년01월24일,66.86,70.53,65.61
18년01월25일,67.98,70.42,65.51
18년01월26일,67.40,70.52,66.14
18년01월29일,67.55,69.46,65.56
18년01월30일,66.38,69.02,64.50
18년01월31일,65.77,69.05,64.73
18년02월01일,66.12,69.65,65.80
18년02월02일,67.02,68.58,65.45
18년02월05일,65.07,67.62,64.15
18년02월06일,64.25,66.86,63.39
18년02월07일,64.05,65.51,61.79
18년02월08일,62.26,64.81,61.15
18년02월09일,61.12,62.79,59.20
18년02월12일,60.29,62.59,59.29
18년02월13일,59.84,62.72,59.19
18년02월14일,59.40,64.36,60.60
18년02월15일,61.67,64.33,61.34
18년02월16일,-,64.84,61.68
18년02월19일,61.77,65.67,-
18년02월20일,62.05,65.25,61.90
18년02월21일,61.30,65.42,61.68
18년02월22일,61.60,66.39,62.77
18년02월23일,62.77,67.31,63.55
18년02월26일,63.90,67.50,63.91
18년02월27일,64.02,66.63,63.01
18년02월28일,63.22,65.78,61.64
18년03월01일,61.42,63.83,60.99
18년03월02일,60.28,64.37,61.25
18년03월05일,61.32,65.54,62.57
18년03월06일,62.04,65.79,62.60
18년03월07일,61.61,64.34,61.15
18년03월08일,60.80,63.61,60.12
18년03월09일,60.28,65.49,62.04
18년03월12일,61.71,64.95,61.36
18년03월13일,61.25,64.64,60.71
18년03월14일,61.23,64.89,60.96
18년03월15일,61.45,65.12,61.19
18년03월16일,61.74,66.21,62.34
18년03월19일,62.48,66.05,62.06
18년03월20일,62.98,67.42,63.40
18년03월21일,63.89,69.47,65.17
18년03월22일,65.44,68.91,64.30
18년03월23일,65.33,70.45,65.88
18년03월26일,65.97,70.12,65.55
18년03월27일,65.83,70.11,65.25
18년03월28일,65.24,69.53,64.38
18년03월29일,65.33,70.27,64.94
18년04월02일,66.79,67.64,63.01
18년04월03일,65.16,68.12,63.51
18년04월04일,64.70,68.02,63.37
18년04월05일,65.38,68.33,63.54
18년04월06일,65.37,67.11,62.06
18년04월09일,64.70,68.65,63.42
18년04월10일,66.51,71.04,65.51
18년04월11일,67.58,72.06,66.82
18년04월12일,68.63,72.02,67.07
18년04월13일,69.04,72.58,67.39
18년04월16일,68.18,71.42,66.22
18년04월17일,68.23,71.58,66.52
18년04월18일,68.81,73.48,68.47
18년04월19일,70.75,73.78,68.29
18년04월20일,70.42,74.06,68.38
18년04월23일,70.29,74.71,68.64
18년04월24일,71.24,73.86,67.70
18년04월25일,70.36,74.00,68.05
18년04월26일,70.63,74.74,68.19
18년04월27일,70.88,74.64,68.10
18년04월30일,70.05,75.17,68.57
18년05월01일,-,73.13,67.25
18년05월02일,70.25,73.36,67.93
18년05월03일,70.54,73.62,68.43
18년05월04일,70.47,74.87,69.72
18년05월07일,72.46,76.17,70.73
18년05월08일,72.48,74.85,69.06
18년05월09일,73.93,77.21,71.14
18년05월10일,74.73,77.47,71.36
18년05월11일,74.46,77.12,70.70
18년05월14일,73.77,78.23,70.96
18년05월15일,75.30,78.43,71.31
18년05월16일,75.10,79.28,71.49
18년05월17일,76.67,79.30,71.49
18년05월18일,77.06,78.51,71.28
18년05월21일,76.43,79.22,72.24
18년05월22일,77.28,79.57,72.13
18년05월23일,76.65,79.80,71.84
18년05월24일,77.03,78.79,70.71
18년05월25일,75.78,76.44,67.88
18년05월28일,73.24,75.30,-
18년05월29일,-,75.39,66.73
18년05월30일,73.53,77.50,68.21
18년05월31일,75.45,77.59,67.04
18년06월01일,75.11,76.79,65.81
18년06월04일,74.40,75.29,64.75
18년06월05일,73.61,75.38,65.52
18년06월06일,73.75,75.36,64.73
18년06월07일,73.58,77.32,65.95
18년06월08일,74.87,76.46,65.74
18년06월11일,74.36,76.46,66.10
18년06월12일,74.75,75.88,66.36
18년06월13일,73.48,76.74,66.64
18년06월14일,74.31,75.94,66.89
18년06월15일,-,73.44,65.06
18년06월18일,70.97,75.34,65.85
18년06월19일,72.07,75.08,65.07
18년06월20일,72.65,74.74,66.22
18년06월21일,71.25,73.05,65.54
18년06월22일,71.77,75.55,68.58
18년06월25일,72.81,74.73,68.08
18년06월26일,73.03,76.31,70.53
18년06월27일,74.36,77.62,72.76
18년06월28일,75.19,77.85,73.45
18년06월29일,75.86,79.44,74.15
18년07월02일,75.57,77.30,73.94
18년07월03일,74.77,77.76,74.14
18년07월04일,75.07,78.24,-
18년07월05일,74.92,77.39,72.94
18년07월06일,74.18,77.11,73.80
18년07월09일,74.67,78.07,73.85
18년07월10일,76.00,78.86,74.11
18년07월11일,74.75,73.40,70.38
18년07월12일,72.56,74.45,70.33
18년07월13일,71.65,75.33,71.01
18년07월16일,72.95,71.84,68.06
18년07월17일,70.36,72.16,68.08
18년07월18일,69.68,72.90,68.76
18년07월19일,70.41,72.58,69.46
18년07월20일,71.52,73.07,70.46
18년07월23일,71.50,73.06,67.89
18년07월24일,71.59,73.44,68.52
18년07월25일,72.49,73.93,69.30
18년07월26일,73.41,74.54,69.61
18년07월27일,73.42,74.29,68.69
18년07월30일,73.38,74.97,70.13
18년07월31일,73.69,74.25,68.76
18년08월01일,72.42,72.39,67.66
18년08월02일,71.14,73.45,68.96
18년08월03일,71.93,73.21,68.49
18년08월06일,72.11,73.75,69.01
18년08월07일,72.65,74.65,69.17
18년08월08일,73.28,72.28,66.94
18년08월09일,-,72.07,66.81
18년08월10일,70.55,72.81,67.63
18년08월13일,71.25,72.61,67.20
18년08월14일,71.79,72.46,67.04
18년08월15일,70.66,70.76,65.01
18년08월16일,69.60,71.43,65.46
18년08월17일,70.38,71.83,65.91
18년08월20일,70.81,72.21,66.43
18년08월21일,71.11,72.63,67.35
18년08월22일,-,74.78,67.86
18년08월23일,73.14,74.73,67.83
18년08월24일,74.00,75.82,68.72
18년08월27일,74.41,76.21,68.87
18년08월28일,75.02,75.95,68.53
18년08월29일,74.34,77.14,69.51
18년08월30일,75.76,77.77,70.25
18년08월31일,75.85,77.42,69.80
18년09월03일,76.18,78.15,-
18년09월04일,76.88,78.17,69.87
18년09월05일,75.83,77.27,68.72
18년09월06일,75.31,76.50,67.77
18년09월07일,74.73,76.83,67.75
18년09월10일,75.83,77.37,67.54
18년09월11일,76.22,79.06,69.25
18년09월12일,77.45,79.74,70.37
18년09월13일,77.20,78.18,68.59
18년09월14일,76.31,78.09,68.99
18년09월17일,76.43,78.05,68.91
18년09월18일,75.85,79.03,69.85
18년09월19일,77.02,79.40,71.12
18년09월20일,77.53,78.70,70.80
18년09월21일,77.35,78.80,70.78
18년09월24일,78.45,81.20,72.08
18년09월25일,79.69,81.87,72.28
18년09월26일,80.04,81.34,71.57
18년09월27일,80.36,81.72,72.12
18년09월28일,80.03,82.72,73.25
18년10월01일,80.83,84.98,75.30
18년10월02일,82.88,84.80,75.23
18년10월03일,83.29,86.29,76.41
18년10월04일,84.44,84.58,74.33
18년10월05일,83.20,84.16,74.34
18년10월08일,81.61,83.91,74.29
18년10월09일,82.80,85.00,74.96
18년10월10일,83.04,83.09,73.17
18년10월11일,80.66,80.26,70.97
18년10월12일,79.36,80.43,71.34
18년10월15일,79.30,80.78,71.78
18년10월16일,78.83,81.41,71.92
18년10월17일,80.23,80.05,69.75
18년10월18일,78.43,79.29,68.65
18년10월19일,77.88,79.78,69.12
18년10월22일,78.78,79.83,69.17
18년10월23일,77.83,76.44,66.43
18년10월24일,74.42,76.17,66.82
18년10월25일,74.96,76.89,67.33
18년10월26일,75.42,77.62,67.59
18년10월29일,76.01,77.34,67.04
18년10월30일,76.18,75.91,66.18
18년10월31일,75.66,75.47,65.31
18년11월01일,73.38,72.89,63.69
18년11월02일,71.67,72.83,63.14
18년11월05일,71.20,73.17,63.10
18년11월06일,-,72.13,62.21
18년11월07일,70.64,72.07,61.67
18년11월08일,71.54,70.65,60.67
18년11월09일,69.36,70.18,60.19
18년11월12일,70.59,70.12,59.93
18년11월13일,68.48,65.47,55.69
18년11월14일,64.46,66.12,56.25
18년11월15일,65.39,66.62,56.46
18년11월16일,66.49,66.76,56.46
18년11월19일,66.17,66.79,56.76
18년11월20일,65.51,62.53,53.43
18년11월21일,62.65,63.48,54.63
18년11월22일,62.44,62.60,-
18년11월23일,61.08,58.80,50.42
18년11월26일,59.13,60.48,51.63
18년11월27일,59.07,60.21,51.56
18년11월28일,60.18,58.76,50.29
18년11월29일,58.30,59.51,51.45
18년11월30일,59.02,58.71,50.93
18년12월03일,61.19,61.69,52.95
18년12월04일,61.54,62.08,53.25
18년12월05일,59.81,61.56,52.89
18년12월06일,59.85,60.06,51.49
18년12월07일,58.39,61.67,52.61
18년12월10일,60.22,59.97,51.00
18년12월11일,58.37,60.20,51.65
18년12월12일,59.23,60.15,51.15
18년12월13일,58.81,61.45,52.58
18년12월14일,59.67,60.28,51.20
18년12월17일,58.92,59.61,49.88
18년12월18일,57.21,56.26,46.24
18년12월19일,55.05,57.24,47.20
18년12월20일,54.47,54.35,45.88
18년12월21일,53.51,53.82,45.59
18년12월24일,-,50.47,42.53
18년12월26일,49.52,54.47,46.22
18년12월27일,53.07,52.16,44.61
18년12월28일,52.86,52.20,45.33
18년12월31일,-,53.80,45.41
19년01월02일,51.86,54.91,46.54
19년01월03일,53.20,55.95,47.09
19년01월04일,55.59,57.06,47.96
19년01월07일,56.79,57.33,48.52
19년01월08일,56.18,58.72,49.78
19년01월09일,58.07,61.44,52.36
19년01월10일,59.60,61.68,52.59
19년01월11일,61.16,60.48,51.59
19년01월14일,58.92,58.99,50.51
19년01월15일,58.63,60.64,52.11
19년01월16일,60.15,61.32,52.31
19년01월17일,60.03,61.18,52.07
19년01월18일,61.12,62.70,53.80
19년01월21일,61.88,62.74,-
19년01월22일,61.43,61.50,52.57
19년01월23일,61.23,61.14,52.62
19년01월24일,60.41,61.09,53.13
19년01월25일,61.16,61.64,53.69
19년01월28일,60.32,59.93,51.99
19년01월29일,59.44,61.32,53.31
19년01월30일,60.93,61.65,54.23
19년01월31일,61.82,61.89,53.79
19년02월01일,60.87,62.75,55.26
19년02월04일,62.93,62.51,54.56
19년02월05일,-,61.98,53.66
19년02월06일,-,62.69,54.01
19년02월07일,62.51,61.63,52.64
19년02월08일,61.62,62.10,52.72
19년02월11일,62.02,61.51,52.41
19년02월12일,62.23,62.42,53.10
19년02월13일,63.34,63.61,53.90
19년02월14일,65.32,64.57,54.41
19년02월15일,65.12,66.25,55.59
19년02월18일,66.73,66.50,-
19년02월19일,66.48,66.45,56.09
19년02월20일,66.38,67.08,56.92
19년02월21일,67.12,67.07,56.96
19년02월22일,67.22,67.12,57.26
19년02월25일,66.84,64.76,55.48
19년02월26일,64.56,65.21,55.50
19년02월27일,65.30,66.39,56.94
19년02월28일,65.98,66.03,57.22
19년03월01일,66.56,65.07,55.80
19년03월04일,65.36,65.67,56.59
19년03월05일,65.73,65.86,56.56
19년03월06일,65.85,65.99,56.22
19년03월07일,66.47,66.30,56.66
19년03월08일,65.77,65.74,56.07
19년03월11일,66.81,66.58,56.79
19년03월12일,67.15,66.67,56.87
19년03월13일,67.22,67.55,58.26
19년03월14일,68.17,67.23,58.61
19년03월15일,67.71,67.16,58.52
19년03월18일,67.32,67.54,59.09
19년03월19일,67.63,67.61,59.03
19년03월20일,67.67,68.50,59.83
19년03월21일,68.23,67.86,59.98
19년03월22일,67.46,67.03,59.04
19년03월25일,66.34,67.21,58.82
19년03월26일,67.17,67.97,59.94
19년03월27일,67.37,67.83,59.41
19년03월28일,66.56,67.82,59.30
19년03월29일,67.23,68.39,60.14
19년04월01일,68.23,69.01,61.59
19년04월02일,68.81,69.37,62.58
19년04월03일,69.43,69.31,62.46
19년04월04일,68.67,69.40,62.10
19년04월05일,68.82,70.34,63.08
19년04월08일,70.29,71.10,64.40
19년04월09일,70.53,70.61,63.98
19년04월10일,70.08,71.73,64.61
19년04월11일,70.52,70.83,63.58
19년04월12일,70.10,71.55,63.89
19년04월15일,70.32,71.18,63.40
19년04월16일,70.21,71.72,64.05
19년04월17일,71.33,71.62,63.76
19년04월18일,71.07,71.97,64.00
19년04월22일,73.36,74.04,65.70
19년04월23일,73.77,74.51,66.30
19년04월24일,73.67,74.57,65.89
19년04월25일,74.46,74.35,65.21
19년04월26일,73.45,72.15,63.30
19년04월29일,71.09,72.04,63.50
19년04월30일,71.63,72.80,63.91
19년05월01일,-,72.18,63.60
19년05월02일,71.43,70.75,61.81
19년05월03일,69.93,70.85,61.94
19년05월06일,69.22,71.24,62.25
19년05월07일,70.29,69.88,61.40
19년05월08일,69.28,70.37,62.12
19년05월09일,69.09,70.39,61.70
19년05월10일,70.10,70.62,61.66
19년05월13일,70.97,70.23,61.04
19년05월14일,69.70,71.24,61.78
19년05월15일,70.46,71.77,62.02
19년05월16일,72.04,72.62,62.87
19년05월17일,72.46,72.21,62.76
19년05월20일,-,71.97,63.10
19년05월21일,71.64,72.18,62.99
19년05월22일,71.23,70.99,61.42
19년05월23일,69.22,67.76,57.91
19년05월24일,66.73,68.69,58.63
19년05월27일,66.88,70.11,-
19년05월28일,68.31,70.11,59.14
19년05월29일,67.13,69.45,58.81
19년05월30일,67.12,66.87,56.59
19년05월31일,63.83,64.49,53.50
19년06월03일,60.17,61.28,53.25
19년06월04일,60.03,61.97,53.48
19년06월05일,-,60.63,51.68
19년06월06일,59.37,61.67,52.59
19년06월07일,61.20,63.29,53.99
19년06월10일,61.92,62.29,53.26
