기간,Dubai,Brent,WTI
11년04월13일,113.55,122.88,107.11
11년04월14일,115.71,122.36,108.11
11년04월15일,114.82,123.45,109.66
11년04월18일,115.88,121.61,107.12
11년04월19일,113.70,121.33,108.15
11년04월20일,115.60,123.85,111.45
11년04월21일,117.31,123.99,112.29
11년04월25일,117.57,123.66,112.28
11년04월26일,117.04,124.14,112.21
11년04월27일,117.40,125.13,112.76
11년04월28일,119.23,125.02,112.86
11년04월29일,118.35,125.89,113.93
11년05월02일,-,125.12,113.52
11년05월03일,117.90,122.45,111.05
11년05월04일,114.44,121.19,109.24
11년05월05일,114.40,110.80,99.80
11년05월06일,100.48,109.13,97.18
11년05월09일,105.70,115.90,102.55
11년05월10일,109.25,117.63,103.88
11년05월11일,110.92,112.57,98.21
11년05월12일,105.11,112.98,98.97
11년05월13일,107.74,113.83,99.65
11년05월16일,106.09,112.73,97.37
11년05월17일,-,109.99,96.91
11년05월18일,105.44,112.30,100.10
11년05월19일,106.44,111.42,98.44
11년05월20일,106.21,112.39,99.49
11년05월23일,104.01,110.10,97.70
11년05월24일,105.49,112.53,99.59
11년05월25일,105.48,114.93,101.32
11년05월26일,108.65,115.05,100.23
11년05월27일,109.16,115.03,100.59
11년05월30일,108.16,114.68,-
11년05월31일,109.66,116.73,102.70
11년06월01일,110.13,114.53,100.29
11년06월02일,107.83,115.54,100.40
11년06월03일,108.21,115.84,100.22
11년06월06일,108.15,114.48,99.01
11년06월07일,108.22,116.78,99.09
11년06월08일,109.41,117.85,100.74
11년06월09일,111.18,119.57,101.93
11년06월10일,112.04,118.78,99.29
11년06월13일,111.41,119.10,97.30
11년06월14일,111.49,120.16,99.37
11년06월15일,111.80,117.10,94.81
11년06월16일,108.25,114.02,94.95
11년06월17일,105.43,113.21,93.01
11년06월20일,105.89,111.69,93.26
11년06월21일,106.87,110.95,93.40
11년06월22일,105.60,114.21,95.41
11년06월23일,106.14,107.26,91.02
11년06월24일,101.54,105.12,91.16
11년06월27일,101.07,105.99,90.61
11년06월28일,102.95,108.78,92.89
11년06월29일,104.74,112.40,94.77
11년06월30일,106.75,112.48,95.42
11년07월01일,105.57,111.77,94.94
11년07월04일,106.15,111.39,-
11년07월05일,105.10,113.61,96.89
11년07월06일,106.52,113.62,96.65
11년07월07일,108.47,118.59,98.67
11년07월08일,111.89,118.33,96.20
11년07월11일,110.32,117.24,95.15
11년07월12일,109.01,117.75,97.43
11년07월13일,111.55,118.78,98.05
11년07월14일,110.82,118.32,95.69
11년07월15일,109.80,117.26,97.24
11년07월18일,110.89,116.05,95.93
11년07월19일,111.07,117.06,97.50
11년07월20일,112.10,118.15,98.14
11년07월21일,111.50,117.51,99.13
11년07월22일,112.34,118.67,99.87
11년07월25일,112.09,117.94,99.20
11년07월26일,112.31,118.28,99.59
11년07월27일,112.27,117.43,97.40
11년07월28일,112.28,117.36,97.44
11년07월29일,111.10,116.74,95.70
11년08월01일,113.21,116.81,94.89
11년08월02일,109.98,116.46,93.79
11년08월03일,109.59,113.23,91.93
11년08월04일,107.23,107.25,86.63
11년08월05일,101.05,109.37,86.88
11년08월08일,101.76,103.74,81.31
11년08월09일,-,102.57,79.30
11년08월10일,100.03,106.68,82.89
11년08월11일,102.11,108.02,85.72
11년08월12일,102.28,108.03,85.38
11년08월15일,103.12,109.91,87.88
11년08월16일,103.42,109.47,86.65
11년08월17일,104.79,110.60,87.58
11년08월18일,105.04,106.99,82.38
11년08월19일,100.98,108.62,82.26
11년08월22일,101.96,108.36,84.12
11년08월23일,104.58,109.31,85.44
11년08월24일,104.73,110.15,85.16
11년08월25일,106.54,110.62,85.30
11년08월26일,105.98,111.36,85.37
11년08월29일,106.85,111.88,87.27
11년08월30일,-,114.02,88.90
11년08월31일,109.73,114.85,88.81
11년09월01일,109.34,114.29,88.93
11년09월02일,108.93,112.33,86.45
11년09월05일,106.77,110.08,-
11년09월06일,105.83,112.89,86.02
11년09월07일,108.73,115.80,89.34
11년09월08일,110.08,114.55,89.05
11년09월09일,109.15,112.77,87.24
11년09월12일,105.24,112.25,88.19
11년09월13일,106.32,111.89,90.21
11년09월14일,105.68,112.40,88.91
11년09월15일,105.40,115.34,89.40
11년09월16일,108.20,112.22,87.96
11년09월19일,107.83,109.14,85.70
11년09월20일,106.10,110.54,86.89
11년09월21일,107.11,110.36,85.92
11년09월22일,104.38,105.49,80.51
11년09월23일,103.18,103.97,79.85
11년09월26일,99.74,103.94,80.24
11년09월27일,102.61,107.14,84.45
11년09월28일,103.49,103.81,81.21
11년09월29일,101.68,103.95,82.14
11년09월30일,100.61,102.76,79.20
11년10월03일,97.41,101.71,77.61
11년10월04일,96.76,99.79,75.67
11년10월05일,97.08,102.73,79.68
11년10월06일,98.67,105.73,82.59
11년10월07일,100.35,105.88,82.98
11년10월10일,101.31,108.95,85.41
11년10월11일,102.23,110.73,85.81
11년10월12일,104.71,111.36,85.57
11년10월13일,103.94,111.11,84.23
11년10월14일,105.25,114.68,86.80
11년10월17일,107.37,110.16,86.38
11년10월18일,105.22,111.15,88.34
11년10월19일,105.53,108.39,86.11
11년10월20일,105.38,109.76,85.30
11년10월21일,105.56,109.56,87.40
11년10월24일,107.08,111.45,91.27
11년10월25일,106.98,110.92,93.17
11년10월26일,-,108.91,90.20
11년10월27일,106.97,112.08,93.96
11년10월28일,107.13,109.91,93.32
11년10월31일,105.80,109.56,93.19
11년11월01일,103.65,109.54,92.19
11년11월02일,106.24,109.34,92.51
11년11월03일,104.31,110.83,94.07
11년11월04일,107.00,111.97,94.26
11년11월07일,-,114.56,95.52
11년11월08일,111.26,115.00,96.80
11년11월09일,110.52,112.31,95.74
11년11월10일,108.48,113.71,97.78
11년11월11일,110.32,114.16,98.99
11년11월14일,110.70,111.89,98.14
11년11월15일,109.53,112.39,99.37
11년11월16일,110.59,111.88,102.59
11년11월17일,109.72,108.22,98.82
11년11월18일,107.67,107.56,97.41
11년11월21일,106.21,106.88,96.92
11년11월22일,106.67,109.03,98.01
11년11월23일,107.39,107.02,96.17
11년11월24일,106.80,107.78,-
11년11월25일,106.32,106.40,96.77
11년11월28일,107.18,109.00,98.21
11년11월29일,107.35,110.82,99.79
11년11월30일,108.26,110.52,100.36
11년12월01일,107.39,108.99,100.20
11년12월02일,107.56,109.94,100.96
11년12월05일,108.80,109.81,100.99
11년12월06일,107.31,110.81,101.28
11년12월07일,108.86,109.53,100.49
11년12월08일,107.97,108.11,98.34
11년12월09일,105.62,108.62,99.41
11년12월12일,105.87,107.26,97.77
11년12월13일,105.51,109.50,100.14
11년12월14일,106.57,105.02,94.95
11년12월15일,102.99,105.09,93.87
11년12월16일,101.98,103.35,93.53
11년12월19일,100.96,103.64,93.88
11년12월20일,102.25,106.73,97.22
11년12월21일,104.71,107.71,98.67
11년12월22일,105.27,107.89,99.53
11년12월23일,105.48,107.96,99.68
11년12월27일,105.33,109.27,101.34
11년12월28일,105.77,107.56,99.36
11년12월29일,104.61,108.01,99.65
11년12월30일,104.89,107.38,98.83
12년01월03일,105.91,112.13,102.96
12년01월04일,108.49,113.70,103.22
12년01월05일,110.23,112.74,101.81
12년01월06일,109.92,113.06,101.56
12년01월09일,110.50,112.45,101.31
12년01월10일,110.39,113.28,102.24
12년01월11일,110.95,112.24,100.87
12년01월12일,110.69,111.26,99.10
12년01월13일,109.84,110.44,98.70
12년01월16일,109.46,111.20,-
12년01월17일,110.29,111.53,100.71
12년01월18일,109.61,110.66,100.59
12년01월19일,109.47,111.55,100.39
12년01월20일,109.50,109.86,98.46
12년01월23일,-,110.58,99.58
12년01월24일,-,110.03,98.95
12년01월25일,108.29,109.81,99.40
12년01월26일,108.78,110.79,99.70
12년01월27일,109.14,111.46,99.56
12년01월30일,109.75,110.75,98.78
12년01월31일,109.59,110.98,98.48
12년02월01일,109.14,111.56,97.61
12년02월02일,109.67,112.07,96.36
12년02월03일,109.90,114.58,97.84
12년02월06일,111.70,115.93,96.91
12년02월07일,113.25,116.23,98.41
12년02월08일,113.85,117.20,98.71
12년02월09일,114.53,118.59,99.84
12년02월10일,115.22,117.31,98.67
12년02월13일,115.91,117.93,100.91
12년02월14일,115.25,118.16,100.74
12년02월15일,116.43,118.93,101.80
12년02월16일,116.23,120.11,102.31
12년02월17일,117.45,119.58,103.24
12년02월20일,117.98,120.05,-
12년02월21일,117.69,121.66,105.84
12년02월22일,119.42,122.90,106.28
12년02월23일,120.22,123.62,107.83
12년02월24일,121.57,125.47,109.77
12년02월27일,122.56,124.17,108.56
12년02월28일,121.81,121.55,106.55
12년02월29일,120.02,122.66,107.07
12년03월01일,119.64,126.20,108.84
12년03월02일,122.25,123.65,106.70
12년03월05일,121.09,123.80,106.72
12년03월06일,121.65,121.98,104.70
12년03월07일,120.75,124.12,106.16
12년03월08일,123.29,125.44,106.58
12년03월09일,123.62,125.98,107.40
12년03월12일,123.67,125.34,106.34
12년03월13일,124.21,126.22,106.71
12년03월14일,124.22,124.97,105.43
12년03월15일,123.64,123.55,105.11
12년03월16일,122.23,125.81,107.06
12년03월19일,123.94,125.71,108.09
12년03월20일,123.17,124.12,105.61
12년03월21일,123.09,124.20,107.27
12년03월22일,121.99,123.14,105.35
12년03월23일,122.18,125.13,106.87
12년03월26일,122.91,125.65,107.03
12년03월27일,123.16,125.54,107.33
12년03월28일,122.07,124.16,105.41
12년03월29일,121.57,122.39,102.78
12년03월30일,120.38,122.88,103.02
12년04월02일,119.97,125.43,105.23
12년04월03일,121.97,124.86,104.01
12년04월04일,122.00,122.34,101.47
12년04월05일,120.74,123.43,103.31
12년04월09일,119.69,122.67,102.46
12년04월10일,119.17,119.88,101.02
12년04월11일,116.77,120.18,102.70
12년04월12일,117.56,121.71,103.64
12년04월13일,118.38,121.83,102.83
12년04월16일,116.23,118.68,102.93
12년04월17일,115.18,118.78,104.20
12년04월18일,115.58,117.97,102.67
12년04월19일,115.40,118.00,102.27
12년04월20일,115.45,118.76,103.05
12년04월23일,114.57,118.71,103.11
12년04월24일,114.41,118.16,103.55
12년04월25일,115.18,119.12,104.12
12년04월26일,115.82,119.92,104.55
12년04월27일,116.32,119.83,104.93
12년04월30일,116.38,119.47,104.87
12년05월01일,-,119.66,106.16
12년05월02일,116.59,118.20,105.22
12년05월03일,115.55,116.08,102.54
12년05월04일,112.92,113.18,98.49
12년05월07일,109.24,113.16,97.94
12년05월08일,108.97,112.73,97.01
12년05월09일,108.93,113.20,96.81
12년05월10일,109.38,112.73,97.08
12년05월11일,108.41,112.26,96.13
12년05월14일,107.94,111.57,94.78
12년05월15일,108.63,112.24,93.98
12년05월16일,107.76,111.71,92.81
12년05월17일,107.16,107.49,92.56
12년05월18일,104.48,107.14,91.48
12년05월21일,105.13,108.81,92.57
12년05월22일,105.50,108.41,91.66
12년05월23일,103.69,105.56,89.90
12년05월24일,102.24,106.55,90.66
12년05월25일,103.84,106.83,90.86
12년05월28일,104.71,107.11,-
12년05월29일,105.01,106.68,90.76
12년05월30일,103.39,103.47,87.82
12년05월31일,101.59,101.87,86.53
12년06월01일,98.43,98.43,83.23
12년06월04일,95.16,98.85,83.98
12년06월05일,95.99,98.84,84.29
12년06월06일,97.14,100.64,85.02
12년06월07일,97.49,99.93,84.82
12년06월08일,96.51,99.47,84.10
12년06월11일,98.66,98.00,82.70
12년06월12일,95.41,97.14,83.32
12년06월13일,93.84,97.13,82.62
12년06월14일,95.59,97.03,83.91
12년06월15일,96.66,97.61,84.03
12년06월18일,96.47,96.05,83.27
12년06월19일,93.85,95.76,84.03
12년06월20일,94.27,92.69,81.80
12년06월21일,90.67,89.23,78.20
12년06월22일,89.15,90.98,79.76
12년06월25일,89.81,91.01,79.21
12년06월26일,91.01,93.02,79.36
12년06월27일,91.24,93.50,80.21
12년06월28일,91.77,91.36,77.69
12년06월29일,92.89,97.80,84.96
12년07월02일,93.72,97.34,83.75
12년07월03일,95.29,100.68,87.66
12년07월04일,97.17,99.77,-
12년07월05일,97.96,100.70,87.22
12년07월06일,97.59,98.19,84.45
12년07월09일,96.76,100.32,85.99
12년07월10일,96.41,97.97,83.91
12년07월11일,96.44,100.23,85.81
12년07월12일,97.04,101.07,86.08
12년07월13일,97.68,102.40,87.10
12년07월16일,98.84,103.55,88.43
12년07월17일,100.86,104.00,89.22
12년07월18일,100.89,105.16,89.87
12년07월19일,102.71,107.80,92.66
12년07월20일,103.39,106.83,91.44
12년07월23일,99.62,103.26,88.14
12년07월24일,100.39,103.42,88.50
12년07월25일,100.28,104.38,88.97
12년07월26일,100.49,105.26,89.39
12년07월27일,102.06,106.47,90.13
12년07월30일,102.38,106.20,89.78
12년07월31일,101.90,104.92,88.06
12년08월01일,101.04,105.96,88.91
12년08월02일,101.73,105.90,87.13
12년08월03일,102.45,108.94,91.40
12년08월06일,104.54,109.55,92.20
12년08월07일,106.01,112.00,93.67
12년08월08일,106.87,112.14,93.35
12년08월09일,-,113.22,93.36
12년08월10일,108.22,112.95,92.87
12년08월13일,108.63,113.60,92.73
12년08월14일,109.32,114.03,93.43
12년08월15일,109.29,116.25,94.33
12년08월16일,111.23,116.90,95.60
12년08월17일,111.03,113.71,96.01
12년08월20일,-,113.70,95.97
12년08월21일,111.61,114.64,96.68
12년08월22일,111.59,114.91,97.26
12년08월23일,113.21,115.01,96.27
12년08월24일,111.54,113.59,96.15
12년08월27일,111.82,112.26,95.47
12년08월28일,110.02,112.58,96.33
12년08월29일,109.49,112.54,95.49
12년08월30일,110.24,112.65,94.62
12년08월31일,110.33,114.57,96.47
12년09월03일,111.79,115.78,-
12년09월04일,113.29,114.18,95.30
12년09월05일,111.64,113.09,95.36
12년09월06일,112.09,113.49,95.53
12년09월07일,111.84,114.25,96.42
12년09월10일,112.89,114.81,96.54
12년09월11일,113.11,115.40,97.17
12년09월12일,113.93,115.96,97.01
12년09월13일,113.69,116.90,98.31
12년09월14일,115.41,116.66,99.00
12년09월17일,114.76,113.79,96.62
12년09월18일,111.76,112.03,95.29
12년09월19일,110.79,108.19,91.98
12년09월20일,105.64,110.03,91.87
12년09월21일,108.18,111.42,92.89
12년09월24일,108.17,109.81,91.93
12년09월25일,108.61,110.45,91.37
12년09월26일,107.64,110.04,89.98
12년09월27일,108.09,112.01,91.85
12년09월28일,110.56,112.39,92.19
12년10월01일,109.35,112.19,92.48
12년10월02일,109.59,111.57,91.89
12년10월03일,108.28,108.17,88.14
12년10월04일,106.33,112.58,91.71
12년10월05일,109.10,112.02,89.88
12년10월08일,107.73,111.82,89.33
12년10월09일,108.98,114.50,92.39
12년10월10일,110.57,114.33,91.25
12년10월11일,111.16,115.71,92.07
12년10월12일,111.30,114.62,91.86
12년10월15일,110.78,115.80,91.85
12년10월16일,111.61,115.07,92.09
12년10월17일,112.03,113.22,92.12
12년10월18일,111.40,112.42,92.10
12년10월19일,110.21,110.14,90.05
12년10월22일,108.18,109.44,88.73
12년10월23일,107.11,108.25,86.67
12년10월24일,106.60,107.85,85.73
12년10월25일,106.76,108.49,86.05
12년10월26일,-,109.55,86.28
12년10월29일,106.42,109.44,85.54
12년10월30일,106.85,109.08,85.68
12년10월31일,106.91,108.70,86.24
12년11월01일,106.81,108.17,87.09
12년11월02일,106.03,105.68,84.86
12년11월05일,103.41,107.73,85.65
12년11월06일,105.13,111.07,88.71
12년11월07일,108.29,106.82,84.44
12년11월08일,104.75,107.25,85.09
12년11월09일,104.81,109.40,86.07
12년11월12일,106.43,109.07,85.57
12년11월13일,-,108.26,85.38
12년11월14일,105.89,109.61,86.32
12년11월15일,107.32,110.98,85.45
12년11월16일,107.23,108.95,86.67
12년11월19일,108.41,111.70,89.28
12년11월20일,109.51,109.83,86.75
12년11월21일,108.54,110.86,87.38
12년11월22일,108.74,110.55,-
12년11월23일,108.73,111.38,88.28
12년11월26일,109.41,110.92,87.74
12년11월27일,109.06,109.87,87.18
12년11월28일,108.22,109.51,86.49
12년11월29일,107.24,110.76,88.07
12년11월30일,108.98,111.23,88.91
12년12월03일,108.44,110.92,89.09
12년12월04일,107.89,109.84,88.50
12년12월05일,107.47,108.81,87.88
12년12월06일,106.06,107.03,86.26
12년12월07일,104.68,107.02,85.93
12년12월10일,104.59,107.33,85.56
12년12월11일,104.24,108.01,85.79
12년12월12일,104.85,109.50,86.77
12년12월13일,105.66,107.91,85.89
12년12월14일,105.10,-,-
12년12월17일,105.86,107.64,87.20
12년12월18일,105.78,108.84,87.93
12년12월19일,106.31,110.36,89.51
12년12월20일,106.58,110.20,90.13
12년12월21일,106.78,108.97,88.66
12년12월24일,106.06,108.80,88.61
12년12월26일,106.80,111.07,90.98
12년12월27일,108.08,110.80,90.87
12년12월28일,107.99,110.62,90.80
12년12월31일,107.81,-,-
13년01월02일,107.61,112.47,93.12
13년01월03일,107.72,112.14,92.92
13년01월04일,107.46,111.31,93.09
13년01월07일,106.66,111.40,93.19
13년01월08일,107.29,111.94,93.15
13년01월09일,108.00,111.76,93.10
13년01월10일,108.09,111.89,93.82
13년01월11일,-,110.64,93.56
13년01월14일,106.93,111.88,94.14
13년01월15일,107.44,110.30,93.28
13년01월16일,106.59,110.61,94.24
13년01월17일,106.47,111.10,95.49
13년01월18일,107.01,111.89,95.56
13년01월21일,107.95,111.71,-
13년01월22일,107.86,112.42,96.24
13년01월23일,108.09,112.80,95.23
13년01월24일,108.28,113.28,95.95
13년01월25일,109.13,113.28,95.88
13년01월28일,108.86,113.48,96.44
13년01월29일,108.68,114.36,97.57
13년01월30일,109.62,114.90,97.94
13년01월31일,110.80,115.55,97.49
13년02월01일,110.46,116.76,97.77
13년02월04일,111.67,115.60,96.17
13년02월05일,110.58,116.52,96.64
13년02월06일,111.60,116.73,96.62
13년02월07일,112.36,117.24,95.83
13년02월08일,112.64,118.90,95.72
13년02월11일,-,118.13,97.03
13년02월12일,-,118.66,97.51
13년02월13일,113.62,118.72,97.01
13년02월14일,113.28,118.00,97.31
13년02월15일,113.10,117.66,95.86
13년02월18일,113.04,117.38,-
13년02월19일,111.99,117.52,96.66
13년02월20일,112.25,115.60,94.46
13년02월21일,109.79,113.53,92.84
13년02월22일,109.53,114.10,93.13
13년02월25일,109.83,114.44,93.11
13년02월26일,108.80,112.71,92.63
13년02월27일,108.42,111.87,92.76
13년02월28일,106.76,-,-
13년03월01일,105.63,110.40,90.68
13년03월04일,104.81,110.09,90.12
13년03월05일,105.66,111.61,90.82
13년03월06일,106.84,111.06,90.43
13년03월07일,106.21,111.15,91.56
13년03월08일,106.56,110.85,91.95
13년03월11일,106.44,110.22,92.06
13년03월12일,105.49,109.65,92.54
13년03월13일,105.48,108.52,92.52
13년03월14일,104.57,109.42,93.03
13년03월15일,105.07,109.82,93.45
13년03월18일,105.04,109.51,93.74
13년03월19일,105.86,107.45,92.16
13년03월20일,104.78,108.72,92.96
13년03월21일,105.09,107.47,92.45
13년03월22일,104.13,107.66,93.71
13년03월25일,105.06,108.17,94.81
13년03월26일,105.15,109.36,96.34
13년03월27일,106.23,109.69,96.58
13년03월28일,107.07,110.02,97.23
13년04월01일,107.21,111.08,97.07
13년04월02일,108.41,110.69,97.19
13년04월03일,107.96,107.11,94.45
13년04월04일,105.14,106.34,93.26
13년04월05일,104.19,104.12,92.70
13년04월08일,103.13,104.66,93.36
13년04월09일,103.06,106.23,94.20
13년04월10일,103.73,105.79,94.64
13년04월11일,103.04,104.27,93.51
13년04월12일,101.64,103.11,91.29
13년04월15일,99.28,100.39,88.71
13년04월16일,97.81,99.91,88.72
13년04월17일,98.10,97.69,86.68
13년04월18일,96.71,99.13,87.73
13년04월19일,98.09,99.65,88.01
13년04월22일,98.31,100.39,88.76
13년04월23일,98.16,100.31,89.18
13년04월24일,99.59,101.73,91.43
13년04월25일,100.18,103.41,93.64
13년04월26일,101.07,103.16,93.00
13년04월29일,101.11,103.81,94.50
13년04월30일,101.28,102.37,93.46
13년05월01일,-,99.95,91.03
13년05월02일,97.87,102.85,93.99
13년05월03일,99.82,104.19,95.61
13년05월06일,101.96,-,-
13년05월07일,102.13,-,-
13년05월08일,101.69,104.34,96.62
13년05월09일,101.25,104.47,96.39
13년05월10일,101.43,103.91,96.04
13년05월13일,100.30,102.82,95.17
13년05월14일,100.00,102.60,94.21
13년05월15일,99.24,103.68,94.30
13년05월16일,100.08,103.80,95.16
13년05월17일,100.86,104.64,96.02
13년05월20일,101.56,104.80,96.71
13년05월21일,101.41,103.91,96.16
13년05월22일,100.39,102.60,94.28
13년05월23일,98.68,102.44,94.25
13년05월24일,-,102.64,94.15
13년05월27일,99.43,102.62,-
13년05월28일,100.38,104.23,95.01
13년05월29일,100.64,102.43,93.13
13년05월30일,99.14,102.19,93.61
13년05월31일,98.80,100.39,91.97
13년06월03일,97.64,102.06,93.45
13년06월04일,98.81,103.24,93.31
13년06월05일,100.14,103.04,93.74
13년06월06일,100.02,103.61,94.76
13년06월07일,100.40,104.56,96.03
13년06월10일,100.60,103.95,95.77
13년06월11일,100.27,102.96,95.38
13년06월12일,99.92,103.49,95.88
13년06월13일,99.94,104.25,96.69
13년06월14일,102.14,105.93,97.85
13년06월17일,103.28,105.47,97.77
13년06월18일,102.14,106.02,98.44
13년06월19일,103.09,106.12,98.24
13년06월20일,101.27,102.15,95.40
13년06월21일,99.79,100.91,93.69
13년06월24일,97.34,101.16,95.18
13년06월25일,98.83,101.26,95.32
13년06월26일,98.62,101.66,95.50
13년06월27일,98.82,102.82,97.05
13년06월28일,100.38,102.16,96.56
13년07월01일,99.22,103.00,97.99
13년07월02일,99.67,104.00,99.60
13년07월03일,101.25,105.76,101.24
13년07월04일,101.67,105.54,-
13년07월05일,101.95,107.72,103.22
13년07월08일,103.14,107.43,103.14
13년07월09일,103.30,107.81,103.53
13년07월10일,103.74,108.51,106.52
13년07월11일,104.11,107.73,104.91
13년07월12일,103.47,108.81,104.91
13년07월15일,104.15,109.09,106.32
13년07월16일,104.33,109.40,106.00
13년07월17일,103.89,108.61,106.48
13년07월18일,104.94,108.70,108.04
13년07월19일,105.39,108.07,108.05
13년07월22일,105.34,108.15,106.91
13년07월23일,104.83,108.42,107.23
13년07월24일,104.94,107.19,105.39
13년07월25일,104.51,107.65,105.49
13년07월26일,104.52,107.17,104.70
13년07월29일,104.38,107.45,104.55
13년07월30일,104.68,106.91,103.08
13년07월31일,104.29,107.70,105.03
13년08월01일,104.89,109.54,107.89
13년08월02일,105.86,108.95,106.94
13년08월05일,105.28,108.70,106.56
13년08월06일,104.46,108.18,105.30
13년08월07일,103.79,107.44,104.37
13년08월08일,-,106.68,103.40
13년08월09일,-,108.22,105.97
13년08월12일,103.95,108.97,106.11
13년08월13일,105.71,109.82,106.83
13년08월14일,105.46,110.20,106.85
13년08월15일,106.99,111.11,107.33
13년08월16일,106.67,110.40,107.46
13년08월19일,107.40,109.90,107.10
13년08월20일,106.38,110.15,104.96
13년08월21일,106.72,109.81,103.85
13년08월22일,107.61,109.90,105.03
13년08월23일,107.76,111.04,106.42
13년08월26일,108.18,110.73,105.92
13년08월27일,107.76,114.36,109.01
13년08월28일,111.65,116.61,110.10
13년08월29일,112.99,115.16,108.80
13년08월30일,111.78,114.01,107.65
13년09월02일,109.10,114.33,-
13년09월03일,109.81,115.68,108.54
13년09월04일,110.52,114.91,107.23
13년09월05일,110.14,115.26,108.37
13년09월06일,110.31,116.12,110.53
13년09월09일,110.76,113.72,109.52
13년09월10일,109.18,111.25,107.39
13년09월11일,108.62,111.50,107.56
13년09월12일,109.19,112.63,108.60
13년09월13일,109.51,112.78,108.21
13년09월16일,109.26,110.07,106.59
13년09월17일,107.91,108.19,105.42
13년09월18일,106.69,110.60,108.07
13년09월19일,108.80,108.76,106.39
13년09월20일,107.48,109.22,104.67
13년09월23일,105.74,108.16,103.59
13년09월24일,104.71,108.64,103.13
13년09월25일,105.36,108.32,102.66
13년09월26일,104.85,109.21,103.03
13년09월27일,105.11,108.63,102.87
13년09월30일,103.58,108.37,102.33
13년10월01일,103.41,107.94,102.04
13년10월02일,103.54,109.19,104.10
13년10월03일,104.85,109.00,103.31
13년10월04일,104.99,109.46,103.84
13년10월07일,104.30,109.68,103.03
13년10월08일,105.56,110.16,103.49
13년10월09일,105.82,109.06,101.61
13년10월10일,105.88,111.80,103.01
13년10월11일,107.08,111.28,102.02
13년10월14일,107.56,111.04,102.41
13년10월15일,-,109.96,101.21
13년10월16일,106.49,110.86,102.29
13년10월17일,106.74,109.11,100.67
13년10월18일,105.82,109.94,100.81
13년10월21일,105.30,109.64,99.22
13년10월22일,106.59,109.97,97.80
13년10월23일,106.15,107.80,96.86
13년10월24일,105.18,106.99,97.11
13년10월25일,104.47,106.93,97.85
13년10월28일,104.76,109.61,98.68
13년10월29일,105.93,109.01,98.20
13년10월30일,105.78,109.86,96.77
13년10월31일,106.50,108.84,96.38
13년11월01일,105.85,105.91,94.61
13년11월04일,103.99,106.23,94.62
13년11월05일,104.91,105.33,93.37
13년11월06일,104.62,105.24,94.80
13년11월07일,102.46,103.46,94.20
13년11월08일,102.43,105.12,94.60
13년11월11일,103.03,106.40,95.14
13년11월12일,103.46,105.81,93.04
13년11월13일,103.14,107.12,93.88
13년11월14일,104.47,108.54,93.76
13년11월15일,105.06,108.50,93.84
13년11월18일,106.09,108.47,93.03
13년11월19일,106.06,106.92,93.34
13년11월20일,105.14,108.06,93.33
13년11월21일,105.77,110.08,95.44
13년11월22일,107.44,111.05,94.84
13년11월25일,106.77,111.00,94.09
13년11월26일,108.56,110.88,93.68
13년11월27일,108.67,111.31,92.30
13년11월28일,108.78,110.86,-
13년11월29일,108.68,109.69,92.72
13년12월02일,107.34,111.45,93.82
13년12월03일,108.26,112.62,96.04
13년12월04일,108.95,111.88,97.20
13년12월05일,108.34,110.98,97.38
13년12월06일,108.17,111.61,97.65
13년12월09일,107.93,109.39,97.34
13년12월10일,106.53,109.38,98.51
13년12월11일,106.42,109.70,97.44
13년12월12일,106.94,108.67,97.50
13년12월13일,105.71,108.83,96.60
13년12월16일,106.13,110.47,97.48
13년12월17일,105.93,108.44,97.22
13년12월18일,105.65,109.63,97.80
13년12월19일,106.34,110.29,98.77
13년12월20일,107.09,111.77,99.32
13년12월23일,108.48,111.56,98.91
13년12월24일,108.47,111.90,99.22
13년12월26일,108.50,111.98,99.55
13년12월27일,108.86,112.18,100.32
13년12월30일,108.77,111.21,99.29
13년12월31일,107.88,110.80,98.42
14년01월02일,107.79,107.78,95.44
14년01월03일,105.22,106.89,93.96
14년01월06일,104.29,106.73,93.43
14년01월07일,104.11,107.35,93.67
14년01월08일,104.14,107.15,92.33
14년01월09일,104.06,106.39,91.66
14년01월10일,103.99,107.25,92.72
14년01월13일,103.51,106.75,91.80
14년01월14일,103.21,106.39,92.59
14년01월15일,102.61,107.13,94.17
14년01월16일,103.01,107.09,93.96
14년01월17일,102.81,106.48,94.37
14년01월20일,103.28,106.35,-
14년01월21일,103.73,106.73,94.99
14년01월22일,103.94,108.27,96.73
14년01월23일,104.63,107.58,97.32
14년01월24일,104.13,107.88,96.64
14년01월27일,104.29,106.69,95.72
14년01월28일,103.82,107.41,97.41
14년01월29일,103.78,107.85,97.36
14년01월30일,103.77,107.95,98.23
14년01월31일,-,106.40,97.49
14년02월03일,102.26,106.04,96.43
14년02월04일,101.98,105.78,97.19
14년02월05일,102.19,106.25,97.38
14년02월06일,102.58,107.19,97.84
14년02월07일,103.35,109.57,99.88
14년02월10일,105.13,108.63,100.06
14년02월11일,104.98,108.68,99.94
14년02월12일,105.19,108.79,100.37
14년02월13일,104.81,108.73,100.35
14년02월14일,105.08,109.08,100.30
14년02월17일,106.25,109.18,-
14년02월18일,106.73,110.46,102.43
14년02월19일,106.84,110.47,103.31
14년02월20일,106.52,110.30,102.92
14년02월21일,106.57,109.85,102.20
14년02월24일,106.26,110.64,102.82
14년02월25일,106.34,109.51,101.83
