,time,096770,010950,009830,020560,003490,004870
2590,2008-12-16,78200,64300,6540,3600,41700,235
2591,2008-12-15,78900,64300,6610,3620,40800,230
2592,2008-12-12,77000,64500,6000,3440,39300,215
2593,2008-12-11,79900,66500,6540,3595,41500,210
2594,2008-12-10,76200,65100,6620,3530,42000,215
2595,2008-12-09,73400,63600,6220,3425,40000,200
2596,2008-12-08,73300,64000,6350,3375,39400,205
2597,2008-12-05,66600,61100,5580,3170,36600,200
2598,2008-12-04,64900,62000,5100,3090,36300,205
2599,2008-12-03,66500,62500,4965,3130,37650,205
2600,2008-12-02,66500,64000,4635,3100,36150,200
2601,2008-12-01,67200,64900,4890,3300,36950,205
2602,2008-11-28,68000,65900,4990,3300,38600,200
2603,2008-11-27,68600,63100,4875,3255,38500,210
2604,2008-11-26,62300,62600,4240,3260,38500,215
2605,2008-11-25,59000,61500,4360,3100,35500,200
2606,2008-11-24,55400,60000,4380,3180,34250,210
2607,2008-11-21,57900,59000,4560,3210,34650,215
2608,2008-11-20,53000,57000,4120,3110,31700,220
2609,2008-11-19,56700,59000,4725,3420,33900,225
2610,2008-11-18,59700,60800,4940,3395,33950,225
2611,2008-11-17,62100,62500,4960,3435,34950,225
2612,2008-11-14,63300,63000,4960,3400,32850,235
2613,2008-11-13,62200,63500,5120,3340,32900,250
2614,2008-11-12,67500,66500,5290,3460,35350,290
2615,2008-11-11,68500,67500,5370,3510,36000,280
2616,2008-11-10,70400,67200,5560,3605,36000,245
2617,2008-11-07,66700,63600,5660,3550,34500,215
2618,2008-11-06,63500,64400,5260,3370,32000,215
2619,2008-11-05,71000,67900,6180,3750,35600,215
2620,2008-11-04,70000,66800,6390,3790,35250,190
2621,2008-11-03,69700,65100,6330,3690,36000,185
2622,2008-10-31,72600,64600,5510,3785,35900,190
2623,2008-10-30,63200,60400,4795,3425,32350,200
2624,2008-10-29,55000,54300,4170,2980,28150,180
2625,2008-10-28,55900,57700,4625,2770,27100,165
2626,2008-10-27,48650,55000,4420,2525,25550,145
2627,2008-10-24,50200,52500,5200,2600,28250,170
2628,2008-10-23,59000,59500,6110,3050,33200,190
2629,2008-10-22,68900,63500,6680,3350,37650,215
2630,2008-10-21,73400,66400,6930,3565,38700,215
2631,2008-10-20,72000,65400,6800,3670,39850,220
2632,2008-10-17,69500,65700,6800,3610,38000,230
2633,2008-10-16,73100,64600,8000,3500,37000,240
2634,2008-10-15,79000,67000,8950,3950,39600,255
2635,2008-10-14,78800,66600,9000,3950,41350,260
2636,2008-10-13,72500,65100,9250,3775,40000,230
2637,2008-10-10,67000,63100,8980,3630,37900,215
2638,2008-10-09,65400,65500,8480,3795,36000,235
2639,2008-10-08,66600,66400,8200,3720,31650,265
2640,2008-10-07,76300,68400,9620,4100,35800,275
2641,2008-10-06,79500,68700,9700,4155,35000,300
2642,2008-10-02,85000,69800,10350,4290,36550,350
2643,2008-10-01,87600,69300,10600,4350,38000,340
2644,2008-09-30,89000,68600,10800,4380,37050,355
2645,2008-09-29,92000,70000,10900,4320,37900,365
2646,2008-09-26,96800,69700,11100,4435,39350,375
2647,2008-09-25,98000,71500,11300,4570,40050,385
2648,2008-09-24,98500,70000,11050,4470,40450,390
2649,2008-09-23,98000,67800,10950,4360,40300,380
2650,2008-09-22,95900,67000,10550,4260,39050,385
2651,2008-09-19,93900,65700,10650,4380,40800,390
2652,2008-09-18,88000,63300,10350,4310,39000,385
2653,2008-09-17,88400,63900,10350,4500,41500,390
2654,2008-09-16,86000,62500,10000,4285,41100,385
2655,2008-09-12,89500,64900,10850,4675,43050,405
2656,2008-09-11,83500,62800,10300,4610,40850,395
2657,2008-09-10,85000,64100,10300,4395,41000,410
2658,2008-09-09,84000,65100,10100,4280,40200,405
2659,2008-09-08,83300,65100,10050,4420,40500,410
2660,2008-09-05,78900,64300,9570,4185,37250,400
2661,2008-09-04,80300,65000,9970,4305,37100,395
2662,2008-09-03,76700,65300,9880,4190,34800,375
2663,2008-09-02,78400,65700,9700,3905,31000,395
2664,2008-09-01,81200,65700,9830,3970,33000,405
2665,2008-08-29,86000,64900,10350,4440,38800,405
2666,2008-08-28,89100,64700,10850,4430,38500,415
2667,2008-08-27,90300,65500,11000,4490,39150,415
2668,2008-08-26,91000,63900,10800,4530,40800,400
2669,2008-08-25,91700,63600,11050,4550,41650,425
2670,2008-08-22,92100,62900,11200,4490,41150,425
2671,2008-08-21,92800,62500,11000,4600,41800,435
2672,2008-08-20,93900,62500,11450,4710,43300,420
2673,2008-08-19,92900,62500,11100,4750,44300,415
2674,2008-08-18,95100,62600,11000,4830,44800,425
2675,2008-08-14,95400,62300,11850,4780,44450,420
2676,2008-08-13,95400,61500,11700,4865,45450,425
2677,2008-08-12,95400,62400,12250,4945,46850,435
2678,2008-08-11,96000,63700,12600,4990,47300,440
2679,2008-08-08,96600,63900,12750,4960,47000,420
2680,2008-08-07,96800,64500,12900,4920,46150,425
2681,2008-08-06,98700,65400,13150,5010,46100,430
2682,2008-08-05,96500,65600,12350,4600,42750,435
2683,2008-08-04,100500,66900,12700,4510,41550,450
2684,2008-08-01,102000,67000,12650,4570,44350,455
2685,2008-07-31,104000,68900,12700,4770,45050,445
2686,2008-07-30,105000,67500,12650,4800,45300,465
2687,2008-07-29,107000,67400,12150,4950,45250,505
2688,2008-07-28,109000,67800,12000,5190,47100,440
2689,2008-07-25,107500,66500,12000,5130,47950,415
2690,2008-07-24,109000,67600,12250,5230,48850,425
2691,2008-07-23,107500,67000,12000,5110,47800,420
2692,2008-07-22,106500,66200,11950,4950,45450,415
2693,2008-07-21,105500,65700,11950,4980,44850,415
2694,2008-07-18,103000,62300,11550,4845,43250,405
2695,2008-07-17,106000,62500,11500,4885,43500,420
2696,2008-07-16,107000,63200,11050,4700,41500,415
2697,2008-07-15,106000,62700,10250,4545,39850,420
2698,2008-07-14,107000,63600,10500,4665,42550,445
2699,2008-07-11,108000,64000,10550,4750,43200,425
2700,2008-07-10,106500,63100,10450,4755,43250,425
2701,2008-07-09,105500,62400,10100,4540,40000,440
2702,2008-07-08,107000,63600,10750,4355,38650,410
2703,2008-07-07,110500,64000,11300,4660,40300,425
2704,2008-07-04,110000,63000,11150,4835,42000,420
2705,2008-07-03,112000,64200,11300,4950,43200,415
2706,2008-07-02,115000,65000,11300,5160,44000,445
2707,2008-07-01,117500,67400,11450,5420,48000,470
2708,2008-06-30,116500,67200,11600,5500,49200,485
2709,2008-06-27,114500,67500,11650,5660,50900,495
2710,2008-06-26,113000,69700,11800,5740,53200,490
2711,2008-06-25,111500,68800,12000,5740,53900,500
2712,2008-06-24,110500,68200,12450,5710,54100,490
2713,2008-06-23,109000,67300,12500,5770,54100,490
2714,2008-06-20,109000,67900,12750,5810,53700,500
2715,2008-06-19,114000,70600,12100,5730,52300,495
2716,2008-06-18,113000,72000,11850,5830,53300,510
2717,2008-06-17,111000,72400,11150,5760,51600,510
2718,2008-06-16,113500,72500,11750,5780,52100,515
2719,2008-06-13,112000,72000,12000,5610,49900,505
2720,2008-06-12,112500,74000,11800,5590,50100,500
2721,2008-06-11,112500,72100,11900,5710,51500,510
2722,2008-06-10,113500,71900,11400,5630,50400,510
2723,2008-06-09,116500,70000,11800,5730,51400,515
