,time,096770,010950,009830,020560,003490,004870
518,2017-04-21,161500,96100,25450,4485,30750,2575
519,2017-04-20,161500,97100,25200,4470,30000,2635
520,2017-04-19,163500,97100,24950,4470,29650,2605
521,2017-04-18,162500,93800,25800,4520,30050,2475
522,2017-04-17,161500,94200,25800,4530,30350,2325
523,2017-04-14,160500,93600,25800,4425,30000,2310
524,2017-04-13,163500,94600,25750,4460,30700,2390
525,2017-04-12,163000,95400,26050,4475,30150,2395
526,2017-04-11,162000,94200,26100,4440,30600,2365
527,2017-04-10,164000,94300,25600,4365,29850,2290
528,2017-04-07,164500,96100,26150,4415,30500,2365
529,2017-04-06,162500,96200,26150,4435,30550,2390
530,2017-04-05,163500,96000,26550,4550,30950,2405
531,2017-04-04,163000,95800,25900,4545,31100,2500
532,2017-04-03,166000,99600,26100,4490,31100,2340
533,2017-03-31,166500,100500,26400,4515,31550,2340
534,2017-03-30,164500,98900,26250,4480,30800,2320
535,2017-03-29,163000,98500,26150,4590,31750,2335
536,2017-03-28,163000,98100,26000,4660,31550,2350
537,2017-03-27,162000,94800,24400,4710,31500,2450
538,2017-03-24,163500,96100,25250,4690,30950,2540
539,2017-03-23,163000,96800,25650,4625,30700,2550
540,2017-03-22,163000,97100,25150,4445,30100,2645
541,2017-03-21,168000,99300,25300,4475,30900,2690
542,2017-03-20,162000,96600,24900,4415,29650,2905
543,2017-03-17,164500,96800,24900,4385,29750,2910
544,2017-03-16,161500,95400,24900,4395,29450,3005
545,2017-03-15,161000,93700,24100,4340,29200,2910
546,2017-03-14,157000,93500,24400,4395,29150,2890
547,2017-03-13,157500,92700,24200,4340,28050,2910
548,2017-03-10,152000,87100,24400,4320,27800,2650
549,2017-03-09,154000,86900,24600,4350,28150,2500
550,2017-03-08,157000,88400,25000,4270,26800,2380
551,2017-03-07,154000,87600,25250,4300,27100,2340
552,2017-03-06,154000,88100,24750,4295,26900,2265
553,2017-03-03,155500,87400,24700,4310,26950,2310
554,2017-03-02,157500,87900,24900,4605,28300,2295
555,2017-02-28,154500,86400,25350,4615,28900,9230
556,2017-02-27,153500,85000,25400,4555,28450,9170
557,2017-02-24,153000,84200,25600,4610,28800,9300
558,2017-02-23,156000,84500,26000,4565,29100,8990
559,2017-02-22,155000,85700,26300,4355,28400,8730
560,2017-02-21,154500,86200,26550,4410,27850,8570
561,2017-02-20,153500,85600,26500,4300,26750,8270
562,2017-02-17,156500,86400,26900,4295,26400,8540
563,2017-02-16,158000,87000,27150,4310,26550,8680
564,2017-02-15,157000,87100,27850,4320,27300,8340
565,2017-02-14,155500,86300,27250,4320,27800,9300
566,2017-02-13,157500,85900,27300,4325,27450,9300
567,2017-02-10,156000,84000,26550,4315,27500,8800
568,2017-02-09,152500,81900,25950,4270,26800,8450
569,2017-02-08,154000,81600,25500,4245,26600,8500
570,2017-02-07,151500,81400,25500,4310,26900,8480
571,2017-02-06,152000,81300,26250,4285,26450,7860
572,2017-02-03,156500,80900,26300,4375,26850,7820
573,2017-02-02,161000,82000,26350,4340,27150,7870
574,2017-02-01,158500,81200,26600,4255,27000,7970
575,2017-01-31,157000,81100,26100,4190,26350,7490
576,2017-01-26,162000,83000,27250,4210,26450,7660
577,2017-01-25,162000,83200,26800,4165,25900,7650
578,2017-01-24,161500,82600,27450,4225,26450,7910
579,2017-01-23,159500,82500,27300,4175,28400,7780
580,2017-01-20,162000,83600,27300,4230,28000,7980
581,2017-01-19,162500,84500,27250,4240,27900,7650
582,2017-01-18,162500,86400,27450,4245,27400,7330
583,2017-01-17,162000,85800,27700,4245,26950,7310
584,2017-01-16,162000,86200,26100,4260,27150,7320
585,2017-01-13,162000,87200,26900,4295,27100,7300
586,2017-01-12,160500,86300,26600,4330,27200,7400
587,2017-01-11,159500,86200,26550,4205,26350,7250
588,2017-01-10,155500,84700,26200,4210,26050,6810
589,2017-01-09,159000,86400,25850,4210,26050,6720
590,2017-01-06,157000,87000,26250,4275,26800,6740
591,2017-01-05,154000,86200,26450,4275,27400,6800
592,2017-01-04,156000,86900,26500,4205,27050,6720
593,2017-01-03,155000,87000,26250,4205,27100,6810
594,2017-01-02,147000,84600,25400,4175,26750,6880
595,2016-12-29,146500,84700,24700,4220,27350,6850
596,2016-12-28,148000,83800,25250,4265,28400,6950
597,2016-12-27,152000,85500,25500,4265,28700,6820
598,2016-12-26,149500,85600,25250,4240,28800,6750
599,2016-12-23,146500,84900,25650,4270,28750,6770
600,2016-12-22,146500,84300,25550,4290,29050,6840
601,2016-12-21,146500,83800,25800,4290,28750,6880
602,2016-12-20,146500,83200,24850,4300,29100,6810
603,2016-12-19,149000,83000,25000,4305,28900,6810
604,2016-12-16,152000,82300,25050,4340,29500,7000
605,2016-12-15,154500,82200,25650,4445,29850,7030
606,2016-12-14,153500,81300,25700,4450,29900,6830
607,2016-12-13,154500,81500,26000,4460,29500,6800
608,2016-12-12,153500,83400,25400,4435,29050,6880
609,2016-12-09,151500,83100,25550,4400,29500,7060
610,2016-12-08,155000,84700,25450,4360,29300,6750
611,2016-12-07,152000,83800,24650,4355,29050,6680
612,2016-12-06,153500,86500,24550,4475,30000,6680
613,2016-12-05,152000,86500,23500,4455,30000,6650
614,2016-12-02,152000,86500,23450,4590,30400,6850
615,2016-12-01,153500,86000,24050,4545,30300,6800
616,2016-11-30,152500,84000,23250,4715,31250,7400
617,2016-11-29,156500,85600,23100,4620,30700,7420
618,2016-11-28,154500,86100,23400,4610,30650,7440
619,2016-11-25,156000,85400,23950,4665,30850,7350
620,2016-11-24,158000,85700,24150,4570,30850,7200
621,2016-11-23,158000,85200,25050,4635,31250,7290
622,2016-11-22,157500,86000,25400,4565,30500,7450
623,2016-11-21,152000,83200,24800,4585,30500,7600
624,2016-11-18,152000,82600,24800,4580,30500,7750
625,2016-11-17,155500,82500,24900,4630,30150,7880
626,2016-11-16,156500,84000,25000,4690,30150,8100
627,2016-11-15,161000,84600,24850,4660,30100,8090
628,2016-11-14,159000,84400,24300,4600,29500,8110
629,2016-11-11,159500,85100,24000,4520,28950,8500
630,2016-11-10,161500,86600,25100,4585,30700,7750
631,2016-11-09,152500,82600,24600,4530,30800,7330
632,2016-11-08,154500,83400,28000,4615,31800,7400
633,2016-11-07,155000,82800,27550,4615,31250,7050
634,2016-11-04,154000,82200,26050,4555,31300,6620
635,2016-11-03,156500,80400,26350,4510,31400,6650
636,2016-11-02,158500,82000,25950,4485,31250,6600
637,2016-11-01,156000,81000,26500,4555,31900,6900
638,2016-10-31,151500,78500,27050,4620,32000,6930
639,2016-10-28,155500,80000,27200,4595,31950,7120
640,2016-10-27,155000,79900,27600,4600,31800,7120
641,2016-10-26,155000,80800,27750,4590,30950,7110
642,2016-10-25,158000,84200,28750,4605,31700,7160
643,2016-10-24,159000,84300,28150,4740,32150,7100
644,2016-10-21,158000,83200,28400,4765,31500,7250
645,2016-10-20,161000,83700,28600,4655,31300,7170
646,2016-10-19,158000,82500,27700,4615,31250,7190
647,2016-10-18,157500,83000,27100,4590,31100,7070
648,2016-10-17,155000,81400,27000,4640,31850,7130
649,2016-10-14,154500,81600,26650,4575,32000,7370
650,2016-10-13,156500,79900,25450,4685,32650,7370
651,2016-10-12,158000,80400,26100,4660,33050,7520
652,2016-10-11,162000,83200,25450,4680,32400,7650
653,2016-10-10,158500,80500,25200,4705,32250,7870
654,2016-10-07,157500,80400,24250,4710,32500,7840
655,2016-10-06,156500,80700,24500,4655,32000,7900
656,2016-10-05,159500,80500,24500,4755,32950,7830
657,2016-10-04,159500,79000,24750,4745,33600,7840
658,2016-09-30,161500,81200,24200,4830,34950,8150
659,2016-09-29,161500,80500,24000,4915,35450,8180
660,2016-09-28,153500,77500,23750,4900,35650,8180
661,2016-09-27,157500,78200,23900,4755,34700,8070
662,2016-09-26,159500,78300,23300,4580,33250,7810
663,2016-09-23,159000,77800,23550,4600,33850,7860
664,2016-09-22,154000,76000,23250,4560,33950,7570
665,2016-09-21,154500,76100,23750,4565,32200,7440
666,2016-09-20,152500,75600,23400,4550,32350,7270
667,2016-09-19,153500,76300,23300,4580,32200,7320
668,2016-09-13,151500,74500,23450,4485,32050,7260
669,2016-09-12,152500,74400,23750,4600,32150,7170
670,2016-09-09,152000,74500,24400,5200,33000,7290
671,2016-09-08,151000,72600,24100,5380,34400,7580
672,2016-09-07,152000,74100,24550,5520,33750,7670
673,2016-09-06,150000,73900,24850,5570,33850,7610
674,2016-09-05,150000,73900,25100,5640,34300,7920
675,2016-09-02,146500,72500,24600,5560,35000,7950
676,2016-09-01,147500,73300,24650,5540,34550,7700
677,2016-08-31,145500,70700,25600,5370,31550,7440
678,2016-08-30,142000,70400,25750,5540,31100,7500
679,2016-08-29,139000,69400,25550,5410,29100,7500
680,2016-08-26,143500,70100,26250,5510,29200,7810
681,2016-08-25,142500,70500,26800,5450,28200,7900
682,2016-08-24,148000,72500,26950,5600,28600,8020
683,2016-08-23,146000,72100,26250,5490,28050,7940
684,2016-08-22,152500,75400,26200,5410,30300,7940
685,2016-08-19,155500,75300,26550,5610,30400,8390
686,2016-08-18,154000,75200,26650,5700,29950,8900
687,2016-08-17,158000,76000,27150,5550,29950,8850
688,2016-08-16,155500,75600,27000,5670,30900,9230
689,2016-08-12,152000,75100,26000,5730,31300,9610
690,2016-08-11,153000,75400,26100,5720,30400,9290
691,2016-08-10,154500,76000,26400,5900,29600,9280
692,2016-08-09,151500,76800,26150,5500,28400,8720
693,2016-08-08,151000,76000,25450,5470,28150,8820
694,2016-08-05,150000,76900,25450,5240,28050,9270
695,2016-08-04,147000,77000,24850,5170,28150,9510
696,2016-08-03,142000,75300,25100,5210,28650,9380
697,2016-08-02,146000,76800,25300,5150,29300,9510
698,2016-08-01,150000,78100,25950,4900,28950,9010
699,2016-07-29,146000,76500,25550,4830,28500,8020
700,2016-07-28,146000,76400,25350,4800,28450,8150
701,2016-07-27,148000,76500,25300,4605,27350,8140
702,2016-07-26,150000,75900,25750,4565,26950,8150
703,2016-07-25,150500,77300,26000,4625,27350,8060
704,2016-07-22,150000,78300,25450,4665,27250,8190
705,2016-07-21,144500,77700,26100,4605,27500,8460
706,2016-07-20,147000,79000,26050,4595,26900,8500
707,2016-07-19,146000,78200,25850,4605,27250,8760
708,2016-07-18,147000,78000,24950,4650,27150,8690
709,2016-07-15,147000,78600,24700,4595,26800,8570
710,2016-07-14,147000,79700,25000,4545,25800,8470
711,2016-07-13,143000,77200,24150,4535,25850,8240
712,2016-07-12,138000,75500,24050,4505,25700,8260
713,2016-07-11,138500,75900,24000,4470,25700,8310
714,2016-07-08,136500,75200,23600,4395,25350,8400
715,2016-07-07,139500,76700,23750,4390,25550,8130
716,2016-07-06,140500,76900,23550,4385,25350,8000
717,2016-07-05,143500,78600,24300,4420,25650,8320
718,2016-07-04,147000,79900,24600,4410,25950,8600
719,2016-07-01,139500,75900,23700,4380,26000,8150
720,2016-06-30,140500,75700,23750,4370,25950,8060
721,2016-06-29,141000,77000,23600,4375,26000,7790
722,2016-06-28,141000,76100,23250,4265,25450,7760
723,2016-06-27,138500,76100,22800,4235,25600,7760
724,2016-06-24,138500,75700,23000,4295,25800,7960
725,2016-06-23,145000,78400,24600,4415,26600,8620
726,2016-06-22,146000,79500,25000,4415,26750,8800
727,2016-06-21,138500,75700,24550,4435,27050,8880
728,2016-06-20,143000,77300,24950,4440,27500,8790
729,2016-06-17,142500,78600,24850,4385,26200,8680
730,2016-06-16,147000,79000,24350,4260,25600,8620
731,2016-06-15,146000,79900,23450,4340,26100,9070
732,2016-06-14,151500,81800,23750,4340,26400,9050
733,2016-06-13,152000,82300,24350,4405,26750,9000
734,2016-06-10,157000,84000,24350,4490,27650,9020
735,2016-06-09,155000,83700,24700,4420,27350,8670
736,2016-06-08,160000,85100,24850,4405,27850,8960
737,2016-06-07,162000,84300,23350,4385,27300,9000
738,2016-06-03,156000,82300,23200,4395,27100,9250
739,2016-06-02,157000,84200,23450,4465,27150,9380
740,2016-06-01,157500,84000,23450,4445,27300,8860
741,2016-05-31,163500,85900,23850,4465,27700,8870
742,2016-05-30,164500,87400,23750,4325,27100,8800
743,2016-05-27,162500,87700,23850,4315,27350,9100
744,2016-05-26,156000,82700,23150,4235,26700,8830
745,2016-05-25,151500,81800,22850,4240,26750,9040
746,2016-05-24,150500,82000,22800,4235,26850,8670
747,2016-05-23,153000,84400,23250,4280,27450,9260
748,2016-05-20,151000,82900,23350,4430,27500,9230
749,2016-05-19,150000,83400,23550,4400,27550,9390
750,2016-05-18,154000,85800,23350,4490,28400,9620
751,2016-05-17,156500,87400,23800,4570,28650,10100
752,2016-05-16,154500,84900,23350,4685,29200,10450
753,2016-05-13,153500,84100,23800,4740,29450,10300
754,2016-05-12,154000,86200,24950,4760,28500,10750
755,2016-05-11,156000,85300,24200,4775,28800,10050
756,2016-05-10,151500,83300,24000,4750,29050,9620
757,2016-05-09,146500,81700,23800,4685,28600,9150
758,2016-05-04,152500,85000,24150,4745,29200,9680
759,2016-05-03,158000,89200,24900,4735,29500,9690
760,2016-05-02,156000,87500,25100,4735,28900,9000
761,2016-04-29,155000,87100,25150,4780,29200,9240
762,2016-04-28,157000,88900,25350,4780,29050,9500
763,2016-04-27,157500,88400,25600,4805,29050,9870
764,2016-04-26,158500,87500,25400,4800,29000,9630
765,2016-04-25,163500,89400,25800,4860,29750,10050
766,2016-04-22,159000,89100,25950,4875,30450,9800
767,2016-04-21,162500,90100,26300,4910,31050,10100
768,2016-04-20,160000,88800,25850,4955,31350,10450
769,2016-04-19,163500,91000,25850,5030,32100,10400
770,2016-04-18,166000,92000,25950,4980,31500,10700
771,2016-04-15,166000,91100,25950,5060,32150,11150
772,2016-04-14,178000,98100,26350,5180,32900,11300
773,2016-04-12,171500,96500,23350,5150,32150,11350
774,2016-04-11,170000,95900,23400,5180,32000,11500
775,2016-04-08,171000,96600,23000,5100,31100,11550
776,2016-04-07,170500,96200,23300,4920,30900,11750
777,2016-04-06,169000,94900,22850,4870,29900,11550
778,2016-04-05,166500,94800,23800,4870,29600,11200
779,2016-04-04,163000,94500,24200,4725,30700,11300
780,2016-04-01,168500,96700,24100,4750,31100,11400
781,2016-03-31,172000,97900,24950,4810,31000,11650
782,2016-03-30,170000,96400,24650,4865,30700,11350
783,2016-03-29,166000,95500,23700,4850,30500,9790
784,2016-03-28,162000,92000,23400,4720,29550,8870
785,2016-03-25,161500,91300,24050,4770,29400,8890
786,2016-03-24,160500,91100,23450,4860,29900,9040
787,2016-03-23,160500,91200,23300,4910,29950,9060
788,2016-03-22,163000,90700,23400,4915,30400,9300
789,2016-03-21,163000,91000,23300,5050,30500,9100
790,2016-03-18,160000,89800,23650,5100,30750,9470
791,2016-03-17,162000,89500,24700,5080,30300,9500
792,2016-03-16,155500,84600,24050,5050,30400,8600
793,2016-03-15,158000,84700,24050,5050,29750,8490
794,2016-03-14,157000,84700,24050,5050,30250,8210
795,2016-03-11,154500,84800,24050,5210,30900,8250
796,2016-03-10,155500,86300,24000,5160,30600,6800
797,2016-03-09,150500,83700,24300,5140,30200,6450
798,2016-03-08,153500,85900,24600,5170,29150,6350
799,2016-03-07,156500,85500,24250,5150,29300,6470
800,2016-03-04,149500,84200,24400,4855,28050,6320
801,2016-03-03,150500,84600,25350,4820,27450,6210
802,2016-03-02,148500,82500,25650,4570,26200,6220
803,2016-02-29,145000,79000,23950,4450,25700,6320
804,2016-02-26,145000,80000,24750,4415,25550,6160
805,2016-02-25,145500,80800,24300,4500,25750,5930
806,2016-02-24,147500,81700,24550,4595,26400,6110
807,2016-02-23,148500,81200,25750,4520,26650,6110
808,2016-02-22,143000,79200,25500,4515,26100,5860
809,2016-02-19,144500,80000,25500,4470,25600,5640
810,2016-02-18,141000,77900,25350,4470,25450,5440
811,2016-02-17,138000,76500,24900,4455,25300,5180
812,2016-02-16,137000,77400,24150,4490,25200,5300
813,2016-02-15,130000,74200,23650,4500,25300,5270
814,2016-02-12,129500,74100,22550,4320,24350,5230
815,2016-02-11,132000,76800,24400,4320,24700,5580
816,2016-02-05,142000,84000,24750,4440,25500,5820
817,2016-02-04,145000,83000,25450,4420,25950,5980
818,2016-02-03,131500,78800,25800,4435,25950,5810
819,2016-02-02,133000,79700,25500,4480,25750,6110
820,2016-02-01,134500,81400,25850,4450,25650,6120
821,2016-01-29,131000,78200,26050,4565,24750,6320
822,2016-01-28,130500,76300,24950,4545,24900,6400
823,2016-01-27,131000,77600,24950,4505,24250,6270
824,2016-01-26,138500,81100,24900,4495,24000,6440
825,2016-01-25,136500,80700,25650,4495,24300,6460
826,2016-01-22,137000,80000,24850,4435,23850,6310
827,2016-01-21,132500,78700,24400,4200,23200,6240
828,2016-01-20,127000,76600,24150,4080,23200,6160
829,2016-01-19,130500,77800,23850,4200,24150,6740
830,2016-01-18,133000,79300,25250,4310,24900,7050
831,2016-01-15,132500,79100,25150,4290,25000,7090
832,2016-01-14,134500,79100,26350,4280,25350,7080
833,2016-01-13,134500,79800,26750,4330,25900,7230
834,2016-01-12,132000,78700,26350,4285,25500,7150
835,2016-01-11,126500,78000,26300,4295,25950,7020
836,2016-01-08,130500,78700,27100,4300,25650,7100
837,2016-01-07,123500,75400,26800,4360,26250,7170
838,2016-01-06,126000,77100,28000,4355,26350,7350
839,2016-01-05,127000,78600,26450,4375,26550,7500
840,2016-01-04,126000,78000,26700,4490,27000,7350
841,2015-12-30,130000,79400,27200,4630,27700,7710
842,2015-12-29,133000,78900,27650,4680,27950,7770
843,2015-12-28,131500,79300,26600,4550,28050,7650
844,2015-12-24,135000,81800,26950,4685,28250,7810
845,2015-12-23,136000,80700,27650,4710,28150,7900
846,2015-12-22,134500,81200,27700,4700,28100,7900
847,2015-12-21,133000,78100,27700,4795,28250,8040
848,2015-12-18,131500,76200,27900,4915,28550,8040
849,2015-12-17,135000,77500,27900,4795,28300,8030
850,2015-12-16,133000,76400,26900,4420,27350,7470
851,2015-12-15,122000,71600,24850,4385,27200,7240
852,2015-12-14,122000,72500,25100,4390,27350,7300
853,2015-12-11,127500,75000,26600,4540,27950,7600
854,2015-12-10,124000,74900,26400,4540,28350,7690
855,2015-12-09,126000,75500,26400,4335,27200,7850
856,2015-12-08,127500,76100,25850,4330,27200,7920
857,2015-12-07,129000,76200,26000,4360,27550,7350
858,2015-12-04,129500,74400,26200,4410,27750,6950
859,2015-12-03,128500,75000,26850,4450,27850,6990
860,2015-12-02,127000,74500,26750,4445,27850,7190
861,2015-12-01,129000,76100,26950,4470,27950,7230
862,2015-11-30,127500,74200,24900,4450,28300,7310
863,2015-11-27,132000,76800,25700,4500,28150,7280
864,2015-11-26,130500,76500,25750,4510,27950,7050
865,2015-11-25,130000,74400,25300,4485,27850,6850
866,2015-11-24,130000,76200,26100,4530,28050,6970
867,2015-11-23,125000,75800,25400,4565,28350,7090
868,2015-11-20,124000,75200,25000,4610,28650,7370
869,2015-11-19,125000,74500,24550,4545,28250,7520
870,2015-11-18,120500,70300,23600,4530,28000,7760
871,2015-11-17,121000,69700,23550,4600,28650,7750
872,2015-11-16,117000,69000,23400,4515,27550,7840
873,2015-11-13,114000,68300,21050,4670,28500,7900
874,2015-11-12,115500,68500,21050,4650,28650,8180
875,2015-11-11,114000,66100,20700,4725,29150,8000
876,2015-11-10,116000,67300,20800,4730,29600,7990
877,2015-11-09,116000,67600,22100,4830,30350,8020
878,2015-11-06,118000,69500,22900,4900,31000,8590
879,2015-11-05,121000,69600,23100,4965,31050,8970
880,2015-11-04,121000,70300,23100,4950,31350,8700
881,2015-11-03,117500,69700,22400,4870,31050,8980
882,2015-11-02,115000,68400,22100,4815,30900,9020
883,2015-10-30,118500,68300,22250,4845,30850,9120
884,2015-10-29,118000,69600,22850,4960,31400,9070
885,2015-10-28,114500,67000,22750,5010,31950,9270
886,2015-10-27,115000,67500,22900,5050,32300,9380
887,2015-10-26,115000,68500,22800,4910,32300,9350
888,2015-10-23,118000,68700,21950,4910,32150,9360
889,2015-10-22,108500,67100,21500,4875,31800,9350
890,2015-10-21,112000,68300,21800,4980,32200,9600
891,2015-10-20,109500,67500,21850,5020,32100,9370
892,2015-10-19,113000,69800,21800,5010,31950,9360
893,2015-10-16,111500,69500,21700,5030,32100,9440
894,2015-10-15,113500,68900,22000,5070,32100,9450
895,2015-10-14,109000,66600,20650,5030,32200,9280
896,2015-10-13,112500,69600,21650,5120,32100,9210
897,2015-10-12,114000,70200,22200,5060,32650,9320
898,2015-10-08,114000,70600,21750,5020,31750,9530
899,2015-10-07,114000,70400,22100,4970,31700,9750
900,2015-10-06,112000,69800,21400,5100,32300,10100
901,2015-10-05,108500,66000,21950,5220,32700,10500
902,2015-10-02,102500,62400,21400,5300,32550,10200
903,2015-10-01,101000,63300,21500,5360,32000,9740
904,2015-09-30,98000,62600,21550,5280,31350,9500
905,2015-09-25,96000,61600,21300,5280,31650,9490
906,2015-09-24,96300,62300,21000,5300,31600,9510
907,2015-09-23,96700,61900,20200,5270,31400,9380
908,2015-09-22,98200,62500,20500,5400,32600,9660
909,2015-09-21,97200,60600,20900,5370,32750,9670
910,2015-09-18,100000,62800,20800,5180,32250,9420
911,2015-09-17,103000,64900,20800,5150,32150,9300
912,2015-09-16,100500,63900,20100,5230,32400,9350
913,2015-09-15,97900,61200,19000,5170,31700,9200
914,2015-09-14,97700,60500,18550,5160,32050,9250
915,2015-09-11,97500,59400,18150,5020,31550,9360
916,2015-09-10,99600,59800,18400,5000,32500,9360
917,2015-09-09,98800,59200,18050,4920,31800,9150
918,2015-09-08,92800,56000,17050,4795,30650,8700
919,2015-09-07,94500,56800,17700,4855,30550,8980
920,2015-09-04,96200,57800,18000,4775,30550,8550
921,2015-09-03,97200,58400,17700,4895,31150,9180
922,2015-09-02,99700,58700,17750,4970,31650,9170
923,2015-09-01,99700,60700,18150,5020,32000,9420
924,2015-08-31,99900,60000,18150,5070,33300,9760
925,2015-08-28,100500,61000,18600,5040,32850,9990
926,2015-08-27,97000,58500,17700,5090,32750,9880
927,2015-08-26,96000,58300,17500,5130,33250,9820
928,2015-08-25,92400,55800,16950,4850,31750,9600
929,2015-08-24,91000,54200,16400,4650,30750,9120
930,2015-08-21,94600,58100,16400,4770,31000,9520
931,2015-08-20,95000,58800,17000,5040,32200,10000
932,2015-08-19,96800,61000,17700,5030,32050,9570
933,2015-08-18,95100,60800,18050,5240,34250,10000
934,2015-08-17,99100,62900,18950,5520,35250,10350
935,2015-08-13,98900,62600,19000,5700,36250,10300
936,2015-08-12,92800,58800,18900,5810,35850,10900
937,2015-08-11,92100,58600,19150,6400,37400,11100
938,2015-08-10,92200,58200,19150,6680,38500,11300
939,2015-08-07,96000,60200,19950,6370,36850,11000
940,2015-08-06,95800,59100,20250,6480,37600,10800
941,2015-08-05,96100,59400,20050,6560,37450,11150
942,2015-08-04,94700,59500,19850,6520,38050,11150
943,2015-08-03,93000,57700,19200,5970,34150,10000
944,2015-07-31,99500,62700,20650,5950,35100,10400
945,2015-07-30,100500,61000,20450,6080,35600,10000
946,2015-07-29,98000,59900,19800,6320,37600,10200
947,2015-07-28,99100,59000,20100,6290,37450,10600
948,2015-07-27,98300,59500,20600,6500,38600,10650
949,2015-07-24,97700,57800,21250,6600,39650,10700
950,2015-07-23,101000,59600,20500,6640,39350,11300
951,2015-07-22,108500,61300,21200,6570,37500,10900
952,2015-07-21,107000,60600,22200,6580,37700,10900
953,2015-07-20,109000,62000,21700,6420,38450,11350
954,2015-07-17,111000,62800,21450,6630,39000,11950
955,2015-07-16,107500,62200,21650,6880,39450,12600
956,2015-07-15,109000,63800,21750,7000,39450,12250
957,2015-07-14,107000,62200,20800,6870,39450,12300
958,2015-07-13,109500,62900,21150,6940,40450,12400
959,2015-07-10,109000,62300,19900,6700,39750,11950
960,2015-07-09,109000,60600,18250,6970,39700,12900
961,2015-07-08,108000,60800,17500,6870,42000,13300
962,2015-07-07,113500,63200,18700,7190,43550,13500
963,2015-07-06,111500,62600,19150,6310,41200,11350
964,2015-07-03,119000,66400,20050,6270,41500,11350
965,2015-07-02,120500,67800,20450,6400,42900,11300
966,2015-07-01,122500,67800,20300,6440,41850,11300
967,2015-06-30,122000,67600,18700,6340,40500,11150
968,2015-06-29,120500,66100,18200,6060,37900,10150
969,2015-06-26,127000,71200,19450,6310,39100,10150
970,2015-06-25,127000,71900,19400,6510,39800,10650
971,2015-06-24,126000,70700,19550,6600,39950,10850
972,2015-06-23,128000,70000,19800,6530,39700,11450
973,2015-06-22,123500,70800,19450,6430,39350,10800
974,2015-06-19,126500,71300,20600,6090,37850,9980
975,2015-06-18,127000,70700,20850,5800,35700,9350
976,2015-06-17,124500,69700,20600,5950,35600,9500
977,2015-06-16,121000,67900,20800,5790,35750,9010
978,2015-06-15,122500,65200,21300,5680,35200,9350
979,2015-06-12,122500,64300,20600,6020,37500,9630
980,2015-06-11,122000,66100,20750,6070,38100,9970
981,2015-06-10,124500,66700,20350,6080,38050,10150
982,2015-06-09,121000,66600,20450,6520,39750,10450
983,2015-06-08,116500,65300,19850,6470,38900,9950
984,2015-06-05,113500,62400,19000,6510,39000,9440
985,2015-06-04,117000,63000,19450,6580,38600,9350
986,2015-06-03,118000,65500,19450,6500,38700,9130
987,2015-06-02,116000,64700,19100,6500,38600,9820
988,2015-06-01,117500,66500,19600,6560,38850,10700
989,2015-05-29,112500,66000,19050,6900,40450,11250
990,2015-05-28,111000,67000,19800,7150,41050,11650
991,2015-05-27,110500,69200,19300,7190,41250,12050
992,2015-05-26,115000,70300,19950,7140,42100,11550
993,2015-05-22,115000,69000,19350,7180,43950,11650
994,2015-05-21,108000,65600,19500,7200,43600,11950
995,2015-05-20,110000,66900,18350,7300,43750,12350
996,2015-05-19,114000,70000,18950,6700,41050,12100
997,2015-05-18,111500,67500,16600,6790,41600,12050
998,2015-05-15,113000,66700,16550,6950,43300,13650
999,2015-05-14,117000,69500,16000,6930,43650,12850
1000,2015-05-13,120500,71200,16150,7020,44050,12950
1001,2015-05-12,114000,69200,16250,6890,43850,13400
1002,2015-05-11,115000,70700,15950,7140,45100,13250
1003,2015-05-08,114500,70700,15750,7120,44400,11850
1004,2015-05-07,115500,72600,15900,7140,43700,11600
1005,2015-05-06,119000,73800,16250,6920,42900,12200
1006,2015-05-04,119000,73000,16900,7610,45600,11900
1007,2015-04-30,118000,73400,17200,7680,45800,12950
1008,2015-04-29,116500,73700,17700,7850,47000,13050
1009,2015-04-28,119000,74900,17550,8380,48000,13100
1010,2015-04-27,117000,74500,18000,8350,48200,13250
1011,2015-04-24,119500,76500,18300,8200,47250,12200
1012,2015-04-23,120500,78100,18100,8510,49400,12450
1013,2015-04-22,114500,76500,18050,8100,48000,13450
1014,2015-04-21,116000,76300,18250,8210,48300,14300
1015,2015-04-20,116500,76700,16600,8240,49600,14550
1016,2015-04-17,113500,74400,14600,8270,49000,15300
1017,2015-04-16,114000,74900,14850,8170,49850,14700
1018,2015-04-15,115500,73900,15150,8500,51000,15000
1019,2015-04-14,112500,72800,15050,8850,52500,14900
1020,2015-04-13,114000,73900,15050,8960,53100,15900
1021,2015-04-10,111500,72700,14800,8880,52300,15750
1022,2015-04-09,111000,72700,14800,9030,52100,16100
1023,2015-04-08,110000,72400,14650,9130,52700,16300
1024,2015-04-07,102000,66500,14150,8990,52600,16900
1025,2015-04-06,101500,65600,14200,9290,53000,17250
1026,2015-04-03,102500,67200,14300,9290,52900,15400
1027,2015-04-02,100000,67000,14000,9190,51300,14000
1028,2015-04-01,98500,66700,13900,9230,50700,14500
1029,2015-03-31,95400,64300,14600,8980,48550,14250
1030,2015-03-30,92200,63100,14550,8820,48750,14050
1031,2015-03-27,94700,63800,14900,8520,47650,14350
1032,2015-03-26,93900,63300,14950,8630,47700,14650
1033,2015-03-25,91200,60500,14800,8930,49300,15150
